product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P00629,Electronics,Trending,Low,Demand Volatility,0.95,30,86,327,850,0.9972,0.0068,57,18.35,2209.25,0.9,67.0,308.0,850.0,30.0,0.9956,0.0027,90.0,17.77,2506.55,24.0,20400.0,0.0833,0.25,-33.0,297.3,-297.3,-0.58,-0.0016,-19.0,Maintain current inventory policy,-0.0016,-0.5789,-0.0316,0.0,0.0,-0.2209,Inventory reduction,Service deterioration,Limited financial benefit,0.0159,Low risk driven primarily by demand variability and forecast uncertainty.,0.0266,P4 - Monitor,Maintain policy,Limited benefit,0,0.1158,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.58 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2421,35.0,374.68,-0.031,27,335,1148,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.236,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00072,Electronics,Stable,Low,Supplier,0.95,30,43,190,589,0.997,0.0055,43,17.43,1714.54,0.9,34.0,181.0,884.0,45.0,0.9949,0.0055,73.0,24.75,2101.79,16.0,14144.0,0.125,0.12,-30.0,387.25,-387.25,7.31,-0.0021,-9.0,Increase order quantity to reduce ordering frequency,-0.0021,-0.6977,0.4194,295.0,0.5008,-0.2093,Inventory increase,Service deterioration,Limited financial benefit,0.0115,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0261,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1198,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2384,28.0,314.17,-0.031,15,196,1194,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.236,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-387.25, with lost-sales change of -30 units.",Low,Monitor scenario exposure,1
P01333,Electronics,Seasonal,Low,Supplier,0.95,30,14,59,129,0.9939,0.0082,19,18.34,947.78,0.9,11.0,56.0,194.0,45.0,0.9908,0.0096,29.0,25.97,913.38,16.0,3104.0,0.0625,0.06,-10.0,-34.39,34.39,7.63,-0.0032,-3.0,Increase order quantity to reduce ordering frequency,-0.0032,-0.5263,0.416,65.0,0.5039,-0.2143,Inventory increase,Service deterioration,Cost reduction,0.0029,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0255,P4 - Monitor,Increase order quantity,Cost saving,1,0.1287,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2287,11.0,136.53,-0.031,5,61,262,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.236,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹34.39, with lost-sales change of -10 units.",Low,Monitor scenario exposure,1
P01846,Electronics,Volatile,Low,Supplier,0.95,30,12,51,77,0.9894,0.0123,20,19.53,900.47,0.9,9.0,48.0,116.0,45.0,0.9952,0.0068,9.0,26.97,628.76,16.0,1856.0,0.0,0.0,11.0,-271.71,271.71,7.44,0.0059,-3.0,Increase order quantity to reduce ordering frequency,0.0059,0.55,0.381,39.0,0.5065,-0.25,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0556,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1007,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 11 units while reducing modeled cost by ₹272. Fill rate changes by +0.59%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2252,3.0,93.99,-0.031,4,52,157,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2359,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹271.71, with lost-sales change of 11 units.",Low,Monitor scenario exposure,1
P00136,Home Appliances,Stable,Low,Demand Volatility,0.95,30,53,238,738,0.9943,0.0068,103,17.05,2469.2,0.9,41.0,226.0,738.0,30.0,0.997,0.0055,54.0,16.65,1959.68,24.0,17712.0,0.0,0.0,49.0,-509.52,509.52,-0.4,0.0027,-12.0,Maintain current inventory policy,0.0027,0.4757,-0.0235,0.0,0.0,-0.2264,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0445,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1031,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 49 units while reducing modeled cost by ₹510. Fill rate changes by +0.27%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2357,21.0,292.93,-0.031,17,243,997,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2359,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00175,Personal Care,Stable,Low,Supplier,0.95,30,73,331,1032,1.0,0.0,0,17.54,1806.82,0.9,57.0,315.0,1032.0,30.0,0.9982,0.0055,46.0,16.53,2197.21,24.0,24768.0,0.1667,0.29,-46.0,390.38,-390.38,-1.01,-0.0018,-16.0,Maintain current inventory policy,-0.0018,0.0,-0.0576,0.0,0.0,-0.2192,Inventory reduction,Service deterioration,Limited financial benefit,0.037,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0287,P4 - Monitor,Maintain policy,Limited benefit,0,0.1197,Low,Maintain current inventory policy. The policy reduces inventory exposure by 1.01 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2364,18.0,328.44,-0.031,22,337,1394,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2359,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01878,Personal Care,Stable,Low,Supplier,0.95,30,82,373,1164,0.9966,0.0068,95,17.39,2899.15,0.9,64.0,355.0,1164.0,30.0,0.9954,0.0068,130.0,16.66,3192.48,24.0,27936.0,0.0,0.0,-35.0,293.33,-293.33,-0.73,-0.0012,-18.0,Maintain current inventory policy,-0.0012,-0.3684,-0.042,0.0,0.0,-0.2195,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1107,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.73 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2489,50.0,477.21,-0.031,28,383,1572,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2359,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01949,Home Appliances,Stable,Low,Demand Volatility,0.95,30,35,157,490,1.0,0.0,0,17.02,1155.47,0.9,28.0,150.0,490.0,30.0,0.997,0.0055,36.0,16.46,1497.22,24.0,11760.0,0.0,0.0,-36.0,341.75,-341.75,-0.56,-0.003,-7.0,Maintain current inventory policy,-0.003,0.0,-0.0329,0.0,0.0,-0.2,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1267,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.56 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2318,14.0,223.8,-0.031,12,162,662,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2359,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00913,Personal Care,Stable,Low,Supplier,0.95,30,73,333,1039,0.9963,0.0055,93,16.63,2682.01,0.9,57.0,317.0,1559.0,45.0,0.9984,0.0014,41.0,24.26,2490.62,16.0,24944.0,0.125,0.25,52.0,-191.39,191.39,7.63,0.0021,-16.0,Increase order quantity to reduce ordering frequency,0.0021,0.5591,0.4588,520.0,0.5005,-0.2192,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0239,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0424,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1056,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 52 units while reducing modeled cost by ₹191. Fill rate changes by +0.21%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2368,16.0,372.3,-0.031,22,339,2105,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2358,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹191.39, with lost-sales change of 52 units.",Low,Monitor scenario exposure,1
P00804,Personal Care,Stable,Low,Supplier,0.95,30,139,633,1975,0.9985,0.0027,72,17.28,3594.12,0.9,109.0,603.0,2962.0,45.0,0.9976,0.0068,114.0,24.35,4745.62,16.0,47392.0,0.0625,0.12,-42.0,1151.5,-1151.5,7.08,-0.0009,-30.0,Increase order quantity to reduce ordering frequency,-0.0009,-0.5833,0.4097,987.0,0.4997,-0.2158,Inventory increase,Service deterioration,Limited financial benefit,0.0057,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0256,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1086,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2535,44.0,709.37,-0.031,43,646,3999,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2358,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-1,151.50, with lost-sales change of -42 units.",Low,Monitor scenario exposure,1
P00599,Electronics,Seasonal,Low,Demand Volatility,0.95,30,60,261,575,0.9918,0.0096,115,18.13,2445.02,0.9,47.0,248.0,862.0,45.0,0.9906,0.011,132.0,25.29,2689.47,16.0,13792.0,0.0625,0.06,-17.0,244.45,-244.45,7.16,-0.0012,-13.0,Increase order quantity to reduce ordering frequency,-0.0012,-0.1478,0.3949,287.0,0.4991,-0.2167,Inventory increase,Service deterioration,Limited financial benefit,0.0029,Low risk driven primarily by demand variability and forecast uncertainty.,0.0253,P4 - Monitor,Increase order quantity,Limited benefit,1,0.111,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2472,51.0,402.02,-0.031,22,270,1164,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2358,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-244.45, with lost-sales change of -17 units.",Low,Monitor scenario exposure,1
P01366,Electronics,Seasonal,Low,Supplier,0.95,30,17,72,158,0.9909,0.0096,35,18.47,1144.94,0.9,13.0,68.0,237.0,45.0,0.9881,0.0123,46.0,25.0,1123.88,16.0,3792.0,0.0,0.0,-11.0,-21.06,21.06,6.53,-0.0029,-4.0,Increase order quantity to reduce ordering frequency,-0.0029,-0.3143,0.3535,79.0,0.5,-0.2353,Inventory increase,Service deterioration,Cost reduction,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0251,P4 - Monitor,Increase order quantity,Cost saving,1,0.1258,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2315,18.0,168.0,-0.031,7,75,320,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2358,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹21.06, with lost-sales change of -11 units.",Low,Monitor scenario exposure,1
P01971,Electronics,Stable,Low,Demand Volatility,0.95,30,33,146,452,0.9949,0.0068,56,17.15,1676.58,0.9,26.0,139.0,452.0,30.0,0.9992,0.0041,9.0,16.96,1200.65,24.0,10848.0,0.0,0.0,47.0,-475.92,475.92,-0.2,0.0043,-7.0,Maintain current inventory policy,0.0043,0.8393,-0.0117,0.0,0.0,-0.2121,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0518,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1029,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 47 units while reducing modeled cost by ₹476. Fill rate changes by +0.43%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2275,3.0,179.47,-0.031,10,149,611,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2357,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00182,Electronics,Trending,Low,Demand Volatility,0.95,30,38,144,374,0.9943,0.0055,52,18.7,1585.96,0.9,30.0,136.0,561.0,45.0,0.9987,0.0027,12.0,24.94,1141.4,16.0,8976.0,0.0,0.0,40.0,-444.56,444.56,6.24,0.0044,-8.0,Increase order quantity to reduce ordering frequency,0.0044,0.7692,0.3337,187.0,0.5,-0.2105,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0516,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1025,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 40 units while reducing modeled cost by ₹445. Fill rate changes by +0.44%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2278,5.0,170.62,-0.031,12,148,758,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2357,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹444.56, with lost-sales change of 40 units.",Low,Monitor scenario exposure,1
P00563,Electronics,Seasonal,Low,Demand Volatility,0.95,30,30,132,291,0.9893,0.0123,76,18.3,1714.59,0.9,24.0,126.0,436.0,45.0,0.9931,0.0096,49.0,24.66,1367.79,16.0,6976.0,0.0,0.0,27.0,-346.8,346.8,6.36,0.0038,-6.0,Increase order quantity to reduce ordering frequency,0.0038,0.3553,0.3475,145.0,0.4983,-0.2,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0472,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1017,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 27 units while reducing modeled cost by ₹347. Fill rate changes by +0.38%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2327,19.0,204.46,-0.031,11,137,589,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2357,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹346.80, with lost-sales change of 27 units.",Low,Monitor scenario exposure,1
P00972,Accessories,Stable,Low,Demand Volatility,0.95,30,88,398,1238,0.9953,0.0068,143,16.58,3398.51,0.9,69.0,379.0,1238.0,30.0,0.9966,0.0068,103.0,17.17,3047.57,24.0,29712.0,0.0,0.0,40.0,-350.94,350.94,0.59,0.0013,-19.0,Maintain current inventory policy,0.0013,0.2797,0.0356,0.0,0.0,-0.2159,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0362,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1025,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 40 units while reducing modeled cost by ₹351. Fill rate changes by +0.13%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2455,40.0,455.55,-0.031,29,408,1672,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2357,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00813,Electronics,Stable,Low,Demand Volatility,0.95,30,38,169,522,0.9934,0.0096,84,16.76,2023.41,0.9,30.0,161.0,522.0,30.0,0.9963,0.0055,47.0,16.81,1655.26,24.0,12528.0,0.125,0.12,37.0,-368.15,368.15,0.05,0.0029,-8.0,Maintain current inventory policy,0.0029,0.4405,0.003,0.0,0.0,-0.2105,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0115,Low risk driven primarily by demand variability and forecast uncertainty.,0.0449,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1035,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 37 units while reducing modeled cost by ₹368. Fill rate changes by +0.29%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2338,18.0,247.43,-0.031,13,174,705,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2356,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00343,Electronics,Volatile,Low,Supplier,0.95,30,112,486,748,0.9929,0.0096,130,19.7,2882.68,0.9,87.0,461.0,1122.0,45.0,0.9945,0.0068,100.0,25.97,2695.46,16.0,17952.0,0.0625,0.12,30.0,-187.22,187.22,6.27,0.0016,-25.0,Increase order quantity to reduce ordering frequency,0.0016,0.2308,0.3183,374.0,0.5,-0.2232,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0365,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1025,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 30 units while reducing modeled cost by ₹187. Fill rate changes by +0.16%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2439,39.0,402.92,-0.031,35,496,1515,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹187.22, with lost-sales change of 30 units.",Low,Monitor scenario exposure,1
P01988,Personal Care,Stable,Low,Demand Volatility,0.95,30,109,494,1539,0.9956,0.0055,164,17.03,3987.12,0.9,85.0,470.0,1539.0,30.0,0.996,0.0068,148.0,16.91,3814.67,24.0,36936.0,0.0417,0.08,16.0,-172.45,172.45,-0.12,0.0004,-24.0,Maintain current inventory policy,0.0004,0.0976,-0.007,0.0,0.0,-0.2202,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0026,Low risk driven primarily by demand variability and forecast uncertainty.,0.0294,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1013,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 16 units while reducing modeled cost by ₹172. Fill rate changes by +0.04%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2535,57.0,570.21,-0.031,36,506,2078,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00535,Office Supplies,Trending,Low,Supplier,0.95,30,164,629,1642,0.9976,0.0041,95,17.8,3498.47,0.9,128.0,593.0,2463.0,45.0,0.9974,0.0041,103.0,24.72,4135.9,16.0,39408.0,0.1875,0.31,-8.0,637.43,-637.43,6.92,-0.0002,-36.0,Increase order quantity to reduce ordering frequency,-0.0002,-0.0842,0.3888,821.0,0.5,-0.2195,Inventory increase,Service deterioration,Limited financial benefit,0.0445,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0294,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1062,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2506,40.0,618.23,-0.031,49,642,3326,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-637.43, with lost-sales change of -8 units.",Low,Monitor scenario exposure,1
P00336,Electronics,Seasonal,Low,Demand Volatility,0.95,30,18,76,166,0.9913,0.011,35,17.82,1147.52,0.9,14.0,72.0,249.0,45.0,0.9886,0.0137,46.0,25.22,1139.59,16.0,3984.0,0.0625,0.06,-11.0,-7.93,7.93,7.4,-0.0027,-4.0,Increase order quantity to reduce ordering frequency,-0.0027,-0.3143,0.4153,83.0,0.5,-0.2222,Inventory increase,Service deterioration,Cost reduction,0.0029,Low risk driven primarily by demand variability and forecast uncertainty.,0.0253,P4 - Monitor,Increase order quantity,Cost saving,1,0.1243,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2316,18.0,170.35,-0.031,7,79,337,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹7.93, with lost-sales change of -11 units.",Low,Monitor scenario exposure,1
P01741,Accessories,Stable,Low,Demand Volatility,0.95,30,125,564,1757,1.0,0.0,0,17.45,2643.85,0.9,97.0,536.0,1757.0,30.0,0.9982,0.0041,77.0,17.22,3387.38,24.0,42168.0,0.0,0.0,-77.0,743.53,-743.53,-0.23,-0.0018,-28.0,Maintain current inventory policy,-0.0018,0.0,-0.0132,0.0,0.0,-0.224,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.116,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.23 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.244,30.0,506.34,-0.031,37,573,2372,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01958,Home Appliances,Stable,Low,Supplier,0.95,30,52,231,717,0.9999,0.0014,2,17.58,1460.59,0.9,40.0,219.0,717.0,30.0,0.9973,0.0068,47.0,16.98,1882.15,24.0,17208.0,0.0,0.0,-45.0,421.55,-421.55,-0.59,-0.0026,-12.0,Maintain current inventory policy,-0.0026,-22.5,-0.0336,0.0,0.0,-0.2308,Inventory reduction,Service deterioration,Limited financial benefit,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.025,P4 - Monitor,Maintain policy,Limited benefit,0,0.1231,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.59 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2345,18.0,281.34,-0.031,16,235,968,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2355,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
