product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P00871,Low,Supplier,1.0,0.12,0.0625,103.0,553.0,1351.0,21616.0,16.0,24.2,0.9976,0.0041,53.0,2383.01,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0837,0.1111,Medium,Increase order quantity,2383.01,2383.01,53.0,0.9976,103.0,1351.0,24.2,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,103.0,16,1351.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Volatile,0.9,103.0,553.0,1351.0,45.0,0.9976,0.0041,53.0,24.2,2383.01,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,16,569,1554,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,28.222176165803113,0.0048,0,4
P00872,Low,Supplier,1.0,0.12,0.0625,43.0,232.0,567.0,9072.0,16.0,25.67,0.9929,0.0068,65.0,1696.56,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1628,Low,Increase order quantity,1696.56,1696.56,65.0,0.9929,43.0,567.0,25.67,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,43.0,7,567.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Volatile,0.9,43.0,232.0,567.0,45.0,0.9929,0.0068,65.0,25.67,1696.56,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,7,239,653,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,20.945185185185185,0.0048,0,4
P00884,Low,Demand Volatility,1.0,0.12,0.0625,52.0,281.0,1376.0,22016.0,16.0,24.98,0.9981,0.0014,42.0,2348.15,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0694,0.1088,Medium,Increase order quantity,2348.15,2348.15,42.0,0.9981,52.0,1376.0,24.98,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,52.0,8,1376.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Stable,0.9,52.0,281.0,1376.0,45.0,0.9981,0.0014,42.0,24.98,2348.15,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,8,289,1583,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,13.652034883720932,0.0048,0,4
P00921,Low,Demand Volatility,1.0,0.12,0.0625,81.0,448.0,2200.0,35200.0,16.0,24.14,1.0,0.0,0.0,2760.63,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0454,0.1058,Medium,Increase order quantity,2760.63,2760.63,0.0,1.0,81.0,2200.0,24.14,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,81.0,13,2200.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Stable,0.9,81.0,448.0,2200.0,45.0,1.0,0.0,0.0,24.14,2760.63,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,13,461,2530,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,16.31281363636364,0.0048,0,4
P00978,Low,Demand Volatility,1.0,0.12,0.0625,30.0,158.0,549.0,8784.0,16.0,24.38,0.9875,0.0137,111.0,2104.47,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.064,0.1041,Medium,Increase order quantity,2104.47,2104.47,111.0,0.9875,30.0,549.0,24.38,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,30.0,5,549.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Seasonal,0.9,30.0,158.0,549.0,45.0,0.9875,0.0137,111.0,24.38,2104.47,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,5,163,632,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,19.166393442622947,0.0048,0,4
P00980,Low,Supplier,1.0,0.12,0.0625,104.0,578.0,2842.0,45472.0,16.0,24.09,0.9975,0.0055,114.0,4583.04,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1148,Low,Increase order quantity,4583.04,4583.04,114.0,0.9975,104.0,2842.0,24.09,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,104.0,16,2842.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Stable,0.9,104.0,578.0,2842.0,45.0,0.9975,0.0055,114.0,24.09,4583.04,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,16,594,3269,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,25.801773399014778,0.0048,0,4
P00985,Low,Demand Volatility,1.0,0.12,0.0625,235.0,1091.0,4533.0,72528.0,16.0,24.96,0.9959,0.0068,299.0,8418.32,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0748,0.1185,Medium,Increase order quantity,8418.32,8418.32,299.0,0.9959,235.0,4533.0,24.96,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,235.0,36,4533.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Office Supplies,Trending,0.9,235.0,1091.0,4533.0,45.0,0.9959,0.0068,299.0,24.96,8418.32,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,36,1127,5213,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,66.85628060886829,0.0048,0,4
P00996,Low,Supplier,1.0,0.12,0.0625,45.0,241.0,1173.0,18768.0,16.0,24.24,0.9985,0.0027,28.0,1944.18,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0743,0.1087,Medium,Increase order quantity,1944.18,1944.18,28.0,0.9985,45.0,1173.0,24.24,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,45.0,7,1173.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Stable,0.9,45.0,241.0,1173.0,45.0,0.9985,0.0027,28.0,24.24,1944.18,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,7,248,1349,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,11.602097186700767,0.0048,0,4
P01008,Low,Demand Volatility,1.0,0.12,0.0625,617.0,2847.0,11808.0,188928.0,16.0,23.96,0.9958,0.0055,801.0,20981.75,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0664,0.1227,Medium,Increase order quantity,20981.75,20981.75,801.0,0.9958,617.0,11808.0,23.96,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,617.0,93,11808.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Trending,0.9,617.0,2847.0,11808.0,45.0,0.9958,0.0055,801.0,23.96,20981.75,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,93,2940,13580,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,165.25260416666669,0.0048,0,4
P01017,Low,Demand Volatility,1.0,0.12,0.0625,48.0,253.0,880.0,14080.0,16.0,25.15,1.0,0.0,0.0,1383.85,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0831,0.1083,Medium,Increase order quantity,1383.85,1383.85,0.0,1.0,48.0,880.0,25.15,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,48.0,8,880.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Seasonal,0.9,48.0,253.0,880.0,45.0,1.0,0.0,0.0,25.15,1383.85,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,8,261,1012,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,12.580454545454545,0.0048,0,4
P01029,Low,Demand Volatility,1.0,0.12,0.0625,26.0,139.0,482.0,7712.0,16.0,24.73,0.9962,0.0055,30.0,1230.25,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0643,0.1038,Medium,Increase order quantity,1230.25,1230.25,30.0,0.9962,26.0,482.0,24.73,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,26.0,4,482.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Seasonal,0.9,26.0,139.0,482.0,45.0,0.9962,0.0055,30.0,24.73,1230.25,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,4,143,555,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,10.20954356846473,0.0048,0,4
P01034,Low,Demand Volatility,1.0,0.12,0.0625,43.0,226.0,785.0,12560.0,16.0,26.02,0.9967,0.0041,42.0,1727.34,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1059,Low,Increase order quantity,1727.34,1727.34,42.0,0.9967,43.0,785.0,26.02,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,43.0,7,785.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Seasonal,0.9,43.0,226.0,785.0,45.0,0.9967,0.0041,42.0,26.02,1727.34,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,7,233,903,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,15.403031847133759,0.0048,0,4
P01042,Low,Supplier,1.0,0.12,0.0625,492.0,2734.0,13453.0,215248.0,16.0,24.37,0.9966,0.0068,745.0,22421.11,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.1751,0.1717,Medium,Immediate intervention,22421.11,22421.11,745.0,0.9966,492.0,13453.0,24.37,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,492.0,74,13453.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Office Supplies,Stable,0.9,492.0,2734.0,13453.0,45.0,0.9966,0.0068,745.0,24.37,22421.11,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,74,2808,15471,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,123.33027131494833,0.0048,0,4
P01082,Low,Supplier,1.0,0.12,0.0625,55.0,294.0,717.0,11472.0,16.0,25.01,0.979,0.0219,244.0,3637.21,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1975,Low,Increase order quantity,3637.21,3637.21,244.0,0.979,55.0,717.0,25.01,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,55.0,9,717.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Volatile,0.9,55.0,294.0,717.0,45.0,0.979,0.0219,244.0,25.01,3637.21,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,9,303,825,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,45.65535564853556,0.0048,0,4
P01086,Low,Demand Volatility,1.0,0.12,0.0625,183.0,986.0,3440.0,55040.0,16.0,25.7,0.9979,0.0027,119.0,5520.25,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1041,Low,Increase order quantity,5520.25,5520.25,119.0,0.9979,183.0,3440.0,25.7,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,183.0,28,3440.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Seasonal,0.9,183.0,986.0,3440.0,45.0,0.9979,0.0027,119.0,25.7,5520.25,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,28,1014,3956,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,44.93226744186046,0.0048,0,4
P01090,Low,Demand Volatility,1.0,0.12,0.0625,10.0,45.0,187.0,2992.0,16.0,24.94,0.9894,0.0096,32.0,927.17,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.042,0.1011,Medium,Increase order quantity,927.17,927.17,32.0,0.9894,10.0,187.0,24.94,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,10.0,2,187.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Trending,0.9,10.0,45.0,187.0,45.0,0.9894,0.0096,32.0,24.94,927.17,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,2,47,216,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,9.916256684491978,0.0048,0,4
P01092,Low,Supplier,1.0,0.12,0.0625,641.0,2978.0,12374.0,197984.0,16.0,24.13,0.994,0.0082,1204.0,25710.34,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.2116,0.1839,Medium,Immediate intervention,25710.34,25710.34,1204.0,0.994,641.0,12374.0,24.13,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,641.0,97,12374.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Trending,0.9,641.0,2978.0,12374.0,45.0,0.994,0.0082,1204.0,24.13,25710.34,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,97,3075,14231,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,201.54379990302246,0.0048,0,4
P01120,Low,Supplier,1.0,0.12,0.0625,51.0,272.0,945.0,15120.0,16.0,24.64,0.9931,0.0096,106.0,2494.99,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1077,Low,Increase order quantity,2494.99,2494.99,106.0,0.9931,51.0,945.0,24.64,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,51.0,8,945.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Seasonal,0.9,51.0,272.0,945.0,45.0,0.9931,0.0096,106.0,24.64,2494.99,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,8,280,1087,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,21.121608465608464,0.0048,0,4
P01145,Low,Demand Volatility,1.0,0.12,0.0625,25.0,138.0,676.0,10816.0,16.0,24.51,0.9976,0.0027,26.0,1396.56,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1121,Low,Increase order quantity,1396.56,1396.56,26.0,0.9976,25.0,676.0,24.51,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,25.0,4,676.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Stable,0.9,25.0,138.0,676.0,45.0,0.9976,0.0027,26.0,24.51,1396.56,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,4,142,778,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,8.263668639053254,0.0048,0,4
P01165,Low,Demand Volatility,1.0,0.12,0.0625,7.0,35.0,169.0,2704.0,16.0,23.57,0.9909,0.0096,25.0,827.3,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1557,Low,Increase order quantity,827.3,827.3,25.0,0.9909,7.0,169.0,23.57,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,7.0,2,169.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Stable,0.9,7.0,35.0,169.0,45.0,0.9909,0.0096,25.0,23.57,827.3,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,2,37,195,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,9.790532544378697,0.0048,0,4
P01201,Low,Demand Volatility,1.0,0.12,0.0625,261.0,1451.0,7138.0,114208.0,16.0,24.09,0.999,0.0014,118.0,9222.13,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0374,0.107,Medium,Increase order quantity,9222.13,9222.13,118.0,0.999,261.0,7138.0,24.09,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,261.0,40,7138.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Office Supplies,Stable,0.9,261.0,1451.0,7138.0,45.0,0.999,0.0014,118.0,24.09,9222.13,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,40,1491,8209,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,51.67906976744185,0.0048,0,4
P01204,Low,Demand Volatility,1.0,0.12,0.0625,5.0,27.0,133.0,2128.0,16.0,23.33,0.994,0.0082,13.0,668.17,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0264,0.1086,Low,Increase order quantity,668.17,668.17,13.0,0.994,5.0,133.0,23.33,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,5.0,1,133.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Stable,0.9,5.0,27.0,133.0,45.0,0.994,0.0082,13.0,23.33,668.17,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,1,28,153,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,5.023834586466165,0.0048,0,4
