product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,scenario_opportunity_score,opportunity_class
P01118,Accessories,Trending,Low,Demand Volatility,1.0,0.247,0.0812,425.5,2219.1,7077.0,113232.0,16.0,32.0177,0.9729,0.0278,777.0,16711.0302,1664.5202,-1664.5202,74.0,74.0,-0.021,7.8077,High,Increase inventory protection,Supplier Disruption,0.13220844405532442,Low exposure
P00809,Personal Care,Stable,Low,Supplier,1.2,0.04,0.0417,454.3,2745.6,9002.4,216057.6,29.0,15.4092,0.9865,0.0141,809.0,16186.9735,758.5635,-758.5635,167.0,167.0,-0.01,-1.4008,Severe,Immediate contingency planning,Demand Surge,0.1321622248413756,Low exposure
P00394,Office Supplies,Trending,Low,Demand Volatility,1.2,0.19,0.125,387.2,1958.4,8132.4,130118.4,20.0,23.0908,0.984,0.0182,830.0,15292.8002,716.6602,-716.6602,171.0,171.0,-0.01,-2.0992,Severe,Immediate contingency planning,Demand Surge,0.13208974389479816,Low exposure
P00222,Personal Care,Stable,Low,Demand Volatility,1.2,0.078,0.0812,183.75,1269.84,4803.6,76857.6,20.0,28.5943,0.9641,0.0392,444.0,9020.8941,1173.0841,-1173.0841,124.0,124.0,-0.031,4.7243,Severe,Immediate contingency planning,Combined Stress,0.13207890001184408,Low exposure
P00523,Accessories,Stable,Low,Supplier,1.0,0.156,0.0812,470.35,2928.9,11065.0,177040.0,16.0,32.1235,0.9764,0.0251,524.0,18977.6714,1890.2914,-1890.2914,50.0,50.0,-0.021,7.8335,High,Increase inventory protection,Supplier Disruption,0.1320278075775369,Low exposure
P01623,Personal Care,Seasonal,Low,Supplier,1.2,0.156,0.0812,895.0,6038.76,16227.6,259641.6,20.0,29.2531,0.9689,0.0324,32.0,17595.8363,2288.1763,-2288.1763,9.0,9.0,-0.031,4.8331,Severe,Immediate contingency planning,Combined Stress,0.13201181762988587,Low exposure
P01792,Office Supplies,Trending,Low,Supplier,1.0,0.247,0.1625,550.85,2891.2,9241.0,147856.0,16.0,32.9302,0.9752,0.0278,625.0,18090.3487,1801.9087,-1801.9087,59.0,59.0,-0.021,8.0302,High,Increase inventory protection,Supplier Disruption,0.1320063086709621,Low exposure
P01041,Personal Care,Stable,Low,Demand Volatility,1.2,0.02,0.0208,464.2,2805.6,4597.2,220665.6,58.0,8.6625,0.9863,0.0196,867.0,13544.364,634.724,-634.724,179.0,179.0,-0.01,-0.7875,Severe,Immediate contingency planning,Demand Surge,0.13198966837528256,Low exposure
P00979,Personal Care,Trending,Low,Demand Volatility,1.0,0.572,0.2438,402.5,2116.4,6765.0,108240.0,16.0,31.9913,0.9725,0.032,789.0,16452.3323,1638.7523,-1638.7523,75.0,75.0,-0.021,7.8013,High,Increase inventory protection,Supplier Disruption,0.13182334039686125,Low exposure
P01360,Personal Care,Trending,Low,Demand Volatility,1.0,0.156,0.0812,602.6,3162.9,10109.0,161744.0,16.0,33.0625,0.9759,0.0251,561.0,18562.4976,1848.9376,-1848.9376,53.0,53.0,-0.021,8.0625,High,Increase inventory protection,Supplier Disruption,0.1317352321900937,Low exposure
P01481,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,420.0,2892.24,7286.4,174873.6,29.0,20.5443,0.9674,0.0351,326.0,11372.1078,1478.8378,-1478.8378,91.0,91.0,-0.031,3.3943,Severe,Immediate contingency planning,Combined Stress,0.13171817213062031,Low exposure
P01488,Office Supplies,Trending,Low,Demand Volatility,1.2,0.273,0.1083,262.5,1519.44,3234.0,77616.0,29.0,20.7359,0.9637,0.042,478.0,8229.5352,1070.1752,-1070.1752,133.0,133.0,-0.031,3.4259,Severe,Immediate contingency planning,Combined Stress,0.13170879736234856,Low exposure
P00141,Accessories,Trending,Low,Supplier,1.2,0.247,0.1625,250.0,1438.32,4588.8,73420.8,20.0,29.0854,0.9638,0.0392,445.0,8893.5088,1156.5188,-1156.5188,124.0,124.0,-0.031,4.8054,Severe,Immediate contingency planning,Combined Stress,0.13168136138628445,Low exposure
P01125,Office Supplies,Trending,Low,Demand Volatility,1.0,0.104,0.0542,814.2,4275.7,9109.0,218616.0,24.0,23.7389,0.9767,0.0251,564.0,18439.2737,1836.6637,-1836.6637,54.0,54.0,-0.021,5.7889,High,Increase inventory protection,Supplier Disruption,0.13167396125505249,Low exposure
P01406,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.42,0.1667,364.1,2142.0,4983.6,119606.4,29.0,16.1608,0.9832,0.021,871.0,12999.6156,609.1956,-609.1956,180.0,180.0,-0.01,-1.4692,Severe,Immediate contingency planning,Demand Surge,0.13161031230369202,Low exposure
P01945,Office Supplies,Stable,Low,Supplier,1.2,0.0,0.0,286.25,1985.88,5012.4,120297.6,29.0,20.676,0.9661,0.0365,410.0,9617.9106,1250.7206,-1250.7206,114.0,114.0,-0.031,3.416,Severe,Immediate contingency planning,Combined Stress,0.13160922716215684,Low exposure
P00809,Personal Care,Stable,Low,Supplier,1.0,0.052,0.0542,474.95,2974.4,7502.0,180048.0,24.0,22.2312,0.9755,0.0251,709.0,17135.1779,1706.7679,-1706.7679,67.0,67.0,-0.021,5.4212,High,Increase inventory protection,Supplier Disruption,0.1315893455288218,Low exposure
P01173,Personal Care,Trending,Low,Demand Volatility,1.2,0.08,0.0417,826.1,4189.2,11604.0,278496.0,29.0,16.5642,0.9875,0.0141,731.0,18933.1882,887.2582,-887.2582,151.0,151.0,-0.01,-1.5058,Severe,Immediate contingency planning,Demand Surge,0.13151817176044822,Low exposure
P00767,Office Supplies,Stable,Low,Supplier,1.0,0.052,0.0542,525.55,3302.0,8332.0,199968.0,24.0,21.7948,0.9761,0.0251,661.0,17473.0411,1740.4211,-1740.4211,63.0,63.0,-0.021,5.3148,High,Increase inventory protection,Supplier Disruption,0.13146383830647204,Low exposure
P00483,Personal Care,Trending,Low,Demand Volatility,1.2,0.29,0.125,745.8,3795.6,10526.4,252633.6,29.0,16.6742,0.9872,0.0141,752.0,18054.9833,846.1033,-846.1033,155.0,155.0,-0.01,-1.5158,Severe,Immediate contingency planning,Demand Surge,0.1314636511229125,Low exposure
P01150,Accessories,Trending,Low,Supplier,1.0,0.325,0.1625,515.2,2685.8,8567.0,137072.0,16.0,32.2558,0.9747,0.0251,666.0,17453.1165,1738.4365,-1738.4365,63.0,63.0,-0.021,7.8658,High,Increase inventory protection,Supplier Disruption,0.13141621132982292,Low exposure
P01105,Accessories,Trending,Low,Demand Volatility,1.2,0.0,0.0,381.7,1915.2,5289.6,126950.4,29.0,16.9033,0.9837,0.0168,856.0,13438.9332,629.7832,-629.7832,177.0,177.0,-0.01,-1.5367,Severe,Immediate contingency planning,Demand Surge,0.13140453471195002,Low exposure
P00055,Personal Care,Stable,Low,Demand Volatility,1.2,0.325,0.1625,496.25,3435.12,12992.4,207878.4,20.0,28.8698,0.9684,0.0324,147.0,15006.8758,1951.5058,-1951.5058,41.0,41.0,-0.031,4.7698,Severe,Immediate contingency planning,Combined Stress,0.1313973141482776,Low exposure
P00138,Office Supplies,Trending,Low,Supplier,1.2,0.0,0.0,612.7,3104.4,12897.6,206361.6,20.0,22.935,0.9867,0.0141,726.0,19001.5939,890.4639,-890.4639,150.0,150.0,-0.01,-2.085,Severe,Immediate contingency planning,Demand Surge,0.13136182153775006,Low exposure
P01786,Accessories,Trending,Low,Supplier,1.0,0.247,0.0812,453.1,2364.7,7546.0,120736.0,16.0,32.8641,0.9737,0.0278,720.0,16939.6523,1687.2923,-1687.2923,68.0,68.0,-0.021,8.0141,High,Increase inventory protection,Supplier Disruption,0.13135524621640784,Low exposure
P01495,Personal Care,Trending,Low,Demand Volatility,1.2,0.21,0.0851,206.8,1046.4,1447.2,68018.4,57.0,9.515,0.9775,0.0278,922.0,10664.9995,499.7895,-499.7895,190.0,190.0,-0.01,-0.865,Severe,Immediate contingency planning,Demand Surge,0.13131756955459267,Low exposure
P00117,Accessories,Trending,Low,Supplier,1.2,0.0,0.0,193.75,1113.84,2367.6,56822.4,29.0,21.3589,0.9614,0.0392,503.0,7558.0209,982.8509,-982.8509,140.0,140.0,-0.031,3.5289,Severe,Immediate contingency planning,Combined Stress,0.13124613524407552,Low exposure
P00200,Office Supplies,Stable,Low,Supplier,1.0,0.0,0.0,821.1,5158.4,13015.0,312360.0,24.0,22.5089,0.9781,0.0251,332.0,20396.1617,2031.5817,-2031.5817,32.0,32.0,-0.021,5.4889,High,Increase inventory protection,Supplier Disruption,0.13121946418373032,Low exposure
P00783,Home Appliances,Seasonal,Low,Demand Volatility,1.2,0.728,0.2438,80.0,528.84,1416.0,22656.0,20.0,28.726,0.9482,0.0543,553.0,6492.5342,844.2942,-844.2942,154.0,154.0,-0.031,4.746,Severe,Immediate contingency planning,Combined Stress,0.13118695435053176,Low exposure
P00265,Accessories,Volatile,Low,Supplier,1.0,0.975,0.2438,385.25,2349.1,4416.0,70656.0,16.0,32.1896,0.9674,0.0347,919.0,14991.4939,1493.2439,-1493.2439,87.0,87.0,-0.021,7.8496,High,Increase inventory protection,Supplier Disruption,0.13113076770870222,Low exposure
P01378,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.377,0.1083,383.75,2581.8,4622.4,110937.6,29.0,20.4844,0.9658,0.0378,421.0,9232.4672,1200.5972,-1200.5972,117.0,117.0,-0.031,3.3844,Severe,Immediate contingency planning,Combined Stress,0.13110619650190192,Low exposure
P00732,Accessories,Stable,Low,Supplier,1.2,0.052,0.0542,125.0,859.56,2167.2,52012.8,29.0,20.137,0.9606,0.0433,514.0,7280.847,946.807,-946.807,143.0,143.0,-0.031,3.327,Severe,Immediate contingency planning,Combined Stress,0.13108098829727988,Low exposure
P01959,Personal Care,Trending,Low,Demand Volatility,1.0,0.247,0.2438,943.0,4949.1,15811.0,252976.0,16.0,32.8641,0.9783,0.0224,186.0,21703.0008,2161.7508,-2161.7508,18.0,18.0,-0.021,8.0141,High,Increase inventory protection,Supplier Disruption,0.13107735714552854,Low exposure
P00812,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,449.9,2703.6,8853.6,212486.4,29.0,15.6567,0.9865,0.0141,790.0,16023.1356,750.8856,-750.8856,163.0,163.0,-0.01,-1.4233,Severe,Immediate contingency planning,Demand Surge,0.1310448425134214,Low exposure
P01218,Office Supplies,Stable,Low,Demand Volatility,1.0,0.0,0.0,423.2,2657.2,10055.0,160880.0,16.0,31.5813,0.9758,0.0278,575.0,18071.2792,1800.0092,-1800.0092,55.0,55.0,-0.021,7.7013,High,Increase inventory protection,Supplier Disruption,0.13102759797551286,Low exposure
P00013,Accessories,Trending,Low,Demand Volatility,1.0,0.403,0.2438,619.85,3237.0,10330.0,165280.0,16.0,33.8824,0.9762,0.0251,512.0,18651.9917,1857.8517,-1857.8517,49.0,49.0,-0.021,8.2624,High,Increase inventory protection,Supplier Disruption,0.13101602924164282,Low exposure
P00812,Accessories,Stable,Low,Demand Volatility,1.0,0.0,0.0,470.35,2928.9,7378.0,177072.0,24.0,22.5883,0.9755,0.0251,693.0,16961.7427,1689.4927,-1689.4927,66.0,66.0,-0.021,5.5083,High,Increase inventory protection,Supplier Disruption,0.130941489034808,Low exposure
P01147,Office Supplies,Trending,Low,Supplier,1.0,0.104,0.0542,1006.25,5268.9,11216.0,269184.0,24.0,24.2282,0.9777,0.0224,389.0,19790.1269,1971.2169,-1971.2169,37.0,37.0,-0.021,5.9082,High,Increase inventory protection,Supplier Disruption,0.1309372205754594,Low exposure
P00094,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.104,0.0542,300.15,1831.7,3279.0,78696.0,24.0,22.6544,0.9681,0.0361,959.0,14464.7245,1440.7745,-1440.7745,91.0,91.0,-0.021,5.5244,High,Increase inventory protection,Supplier Disruption,0.13080471858819942,Low exposure
P00281,Accessories,Stable,Low,Supplier,1.2,0.04,0.0417,398.2,2395.2,7842.0,188208.0,29.0,15.7483,0.986,0.0168,804.0,15175.3355,711.1555,-711.1555,166.0,166.0,-0.01,-1.4317,Severe,Immediate contingency planning,Demand Surge,0.13079123312516455,Low exposure
P01955,Accessories,Stable,Low,Demand Volatility,1.2,0.21,0.125,390.5,2350.8,7699.2,184780.8,29.0,15.1892,0.9859,0.0182,809.0,14802.6715,693.6915,-693.6915,167.0,167.0,-0.01,-1.3808,Severe,Immediate contingency planning,Demand Surge,0.13060540874282586,Low exposure
P00337,Accessories,Trending,Low,Demand Volatility,1.0,0.078,0.0812,585.35,3052.4,9735.0,155760.0,16.0,32.8906,0.9758,0.0278,562.0,18046.7344,1797.5644,-1797.5644,53.0,53.0,-0.021,8.0206,High,Increase inventory protection,Supplier Disruption,0.13050236400668613,Low exposure
P01646,Office Supplies,Stable,Low,Demand Volatility,1.2,0.04,0.0417,862.4,5227.2,17145.6,411494.4,29.0,15.3542,0.9886,0.0127,624.0,22565.7914,1057.4914,-1057.4914,129.0,129.0,-0.01,-1.3958,Severe,Immediate contingency planning,Demand Surge,0.1304712820693597,Low exposure
P01773,Accessories,Volatile,Low,Supplier,1.2,0.44,0.125,339.9,1993.2,4867.2,77875.2,20.0,23.2467,0.9796,0.021,862.0,12391.8124,580.7124,-580.7124,178.0,178.0,-0.01,-2.1133,Severe,Immediate contingency planning,Demand Surge,0.1304602016500016,Low exposure
P01373,Accessories,Volatile,Low,Demand Volatility,1.2,0.5,0.1875,301.4,1778.4,4348.8,69580.8,20.0,23.1092,0.9782,0.0237,874.0,11961.2869,560.5369,-560.5369,180.0,180.0,-0.01,-2.1008,Severe,Immediate contingency planning,Demand Surge,0.130442587437887,Low exposure
P00924,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,671.0,3399.6,14121.6,225945.6,20.0,22.7975,0.9871,0.0155,689.0,19806.8713,928.2013,-928.2013,142.0,142.0,-0.01,-2.0725,Severe,Immediate contingency planning,Demand Surge,0.13040120209832218,Low exposure
P01252,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.31,0.125,281.6,1657.2,5788.8,92620.8,20.0,23.3475,0.9815,0.0196,842.0,13155.7736,616.5136,-616.5136,174.0,174.0,-0.01,-2.1225,Severe,Immediate contingency planning,Demand Surge,0.1303862427224429,Low exposure
P01282,Office Supplies,Stable,Low,Demand Volatility,1.2,0.104,0.0542,270.0,1873.56,4725.6,113414.4,29.0,19.9932,0.9659,0.0365,412.0,9141.6009,1188.7809,-1188.7809,115.0,115.0,-0.031,3.3032,Severe,Immediate contingency planning,Combined Stress,0.13035606269851543,Low exposure
P01509,Personal Care,Stable,Low,Demand Volatility,1.0,0.0,0.0,573.85,3599.7,13622.0,217952.0,16.0,33.0096,0.9778,0.0237,304.0,20283.3111,2020.3411,-2020.3411,29.0,29.0,-0.021,8.0496,High,Increase inventory protection,Supplier Disruption,0.13024986469428418,Low exposure
P01150,Accessories,Trending,Low,Supplier,1.2,0.25,0.125,492.8,2479.2,10280.4,164486.4,20.0,22.3575,0.9857,0.0141,760.0,16487.3184,772.6384,-772.6384,157.0,157.0,-0.01,-2.0325,Severe,Immediate contingency planning,Demand Surge,0.13016718323275414,Low exposure
P00672,Accessories,Trending,Low,Supplier,1.0,0.0,0.0,826.85,4313.4,13759.0,220144.0,16.0,33.3667,0.9778,0.0224,285.0,20442.4414,2036.1914,-2036.1914,27.0,27.0,-0.021,8.1367,High,Increase inventory protection,Supplier Disruption,0.13016368156718544,Low exposure
P00510,Office Supplies,Stable,Low,Demand Volatility,1.2,0.12,0.0833,646.8,3920.4,12861.6,308678.4,29.0,15.5558,0.9879,0.0141,697.0,19156.0417,897.7017,-897.7017,144.0,144.0,-0.01,-1.4142,Severe,Immediate contingency planning,Demand Surge,0.13013582729484252,Low exposure
P00413,Accessories,Trending,Low,Supplier,1.2,0.494,0.2438,231.25,1329.12,4238.4,67814.4,20.0,29.6125,0.9635,0.0392,437.0,8541.2624,1110.7124,-1110.7124,122.0,122.0,-0.031,4.8925,Severe,Immediate contingency planning,Combined Stress,0.1301155238143797,Low exposure
P00620,Office Supplies,Stable,Low,Demand Volatility,1.0,0.0,0.0,586.5,3685.5,13952.0,223232.0,16.0,32.388,0.9778,0.0237,299.0,20320.2171,2024.0171,-2024.0171,28.0,28.0,-0.021,7.898,High,Increase inventory protection,Supplier Disruption,0.13010480086033843,Low exposure
P00627,Personal Care,Trending,Low,Supplier,1.2,0.12,0.0625,694.1,3525.6,14654.4,234470.4,20.0,23.0725,0.9873,0.0141,668.0,20315.0771,952.0171,-952.0171,138.0,138.0,-0.01,-2.0975,Severe,Immediate contingency planning,Demand Surge,0.13003961424507043,Low exposure
P00612,Office Supplies,Stable,Low,Demand Volatility,1.2,0.25,0.125,886.6,5370.0,26413.2,422611.2,20.0,22.2842,0.989,0.0114,461.0,29213.154,1369.004,-1369.004,95.0,95.0,-0.01,-2.0258,Severe,Immediate contingency planning,Demand Surge,0.13001547636127597,Low exposure
P01317,Personal Care,Seasonal,Low,Supplier,1.0,0.247,0.1625,349.6,2133.3,5730.0,91680.0,16.0,33.9486,0.9713,0.0292,794.0,15689.3995,1562.7595,-1562.7595,75.0,75.0,-0.021,8.2786,High,Increase inventory protection,Supplier Disruption,0.12999964428122013,Low exposure
P01242,Office Supplies,Stable,Low,Supplier,1.0,0.247,0.1625,494.5,3103.1,11745.0,187920.0,16.0,31.621,0.9769,0.0251,448.0,18802.3926,1872.8326,-1872.8326,43.0,43.0,-0.021,7.711,High,Increase inventory protection,Supplier Disruption,0.12997585604221598,Low exposure
P00278,Personal Care,Trending,Low,Supplier,1.0,0.0,0.0,776.25,4085.9,13067.0,209072.0,16.0,33.8295,0.9777,0.0224,311.0,20064.5846,1998.5546,-1998.5546,30.0,30.0,-0.021,8.2495,High,Increase inventory protection,Supplier Disruption,0.12996030776807477,Low exposure
P01560,Accessories,Volatile,Low,Supplier,1.2,0.65,0.1625,680.0,4572.36,8593.2,137491.2,20.0,30.451,0.9673,0.0324,270.0,12001.8499,1560.7299,-1560.7299,75.0,75.0,-0.031,5.031,Severe,Immediate contingency planning,Combined Stress,0.1299509373821941,Low exposure
P01511,Accessories,Volatile,Low,Supplier,1.0,0.871,0.2167,359.95,2199.6,2759.0,66216.0,24.0,23.5802,0.966,0.0402,964.0,13993.453,1393.833,-1393.833,92.0,92.0,-0.021,5.7502,High,Increase inventory protection,Supplier Disruption,0.12991148505329875,Low exposure
P00343,Electronics,Volatile,Low,Supplier,1.2,0.572,0.1625,108.75,719.16,1346.4,21542.4,20.0,30.5469,0.9477,0.0502,538.0,6382.0348,829.9248,-829.9248,150.0,150.0,-0.031,5.0469,Severe,Immediate contingency planning,Combined Stress,0.12990898756513147,Low exposure
P00164,Personal Care,Trending,Low,Supplier,1.2,0.19,0.0625,278.3,1413.6,5874.0,93984.0,20.0,22.2842,0.9816,0.0196,837.0,12936.0466,606.2166,-606.2166,173.0,173.0,-0.01,-2.0258,Severe,Immediate contingency planning,Demand Surge,0.12990585099132987,Low exposure
P01895,Personal Care,Stable,Low,Demand Volatility,1.2,0.0,0.0,326.25,2260.44,5701.2,136828.8,29.0,20.1609,0.9667,0.0351,370.0,9884.6242,1285.4042,-1285.4042,103.0,103.0,-0.031,3.3309,Severe,Immediate contingency planning,Combined Stress,0.12987547731139987,Low exposure
P01087,Personal Care,Stable,Low,Supplier,1.0,0.156,0.1083,552.0,3455.4,8713.0,209112.0,24.0,22.4428,0.9765,0.0251,585.0,17489.7227,1742.0827,-1742.0827,56.0,56.0,-0.021,5.4728,High,Increase inventory protection,Supplier Disruption,0.12987074338927157,Low exposure
P01245,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,446.25,2588.04,5516.4,132393.6,29.0,21.7901,0.9667,0.0351,360.0,10085.99,1311.59,-1311.59,100.0,100.0,-0.031,3.6001,Severe,Immediate contingency planning,Combined Stress,0.12980404686300012,Low exposure
P00394,Office Supplies,Trending,Low,Demand Volatility,1.0,0.247,0.1625,404.8,2121.6,6777.0,108432.0,16.0,33.3138,0.973,0.0292,728.0,16188.6255,1612.4855,-1612.4855,69.0,69.0,-0.021,8.1238,High,Increase inventory protection,Supplier Disruption,0.12979329354796854,Low exposure
P00767,Office Supplies,Stable,Low,Supplier,1.2,0.04,0.0417,502.7,3048.0,9998.4,239961.6,29.0,15.1067,0.9871,0.0141,753.0,16506.1405,773.5205,-773.5205,155.0,155.0,-0.01,-1.3733,Severe,Immediate contingency planning,Demand Surge,0.1297217891251659,Low exposure
P00778,Office Supplies,Stable,Low,Demand Volatility,1.0,0.052,0.0542,550.85,3461.9,4368.0,209664.0,48.0,12.7754,0.9756,0.0265,791.0,15535.1448,1547.3948,-1547.3948,75.0,75.0,-0.021,3.1153,High,Increase inventory protection,Supplier Disruption,0.12963091798467635,Low exposure
P00095,Office Supplies,Stable,Low,Demand Volatility,1.2,0.0,0.0,889.9,5390.4,17679.6,424310.4,29.0,15.7667,0.9887,0.0141,590.0,23268.775,1090.435,-1090.435,122.0,122.0,-0.01,-1.4333,Severe,Immediate contingency planning,Demand Surge,0.1296289011920352,Low exposure
P00546,Home Appliances,Volatile,Low,Supplier,1.2,0.806,0.2708,121.25,809.64,1014.0,24336.0,29.0,20.6401,0.9501,0.0515,539.0,6276.685,816.225,-816.225,150.0,150.0,-0.031,3.4101,Severe,Immediate contingency planning,Combined Stress,0.12958021599670577,Low exposure
P01122,Accessories,Stable,Low,Supplier,1.2,0.104,0.1083,262.5,1806.48,4548.0,109152.0,29.0,20.5443,0.9658,0.0365,406.0,9038.7225,1175.4025,-1175.4025,113.0,113.0,-0.031,3.3943,Severe,Immediate contingency planning,Combined Stress,0.12956844118968525,Low exposure
P01457,Office Supplies,Stable,Low,Demand Volatility,1.0,0.0,0.0,654.35,4110.6,15560.0,248960.0,16.0,31.2639,0.9782,0.0224,217.0,20777.0949,2069.5249,-2069.5249,21.0,21.0,-0.021,7.6239,High,Increase inventory protection,Supplier Disruption,0.1295639391103015,Low exposure
P00491,Personal Care,Stable,Low,Supplier,1.0,0.052,0.0542,478.4,2996.5,7557.0,181368.0,24.0,22.4296,0.9758,0.0265,657.0,16762.6964,1669.6664,-1669.6664,62.0,62.0,-0.021,5.4696,High,Increase inventory protection,Supplier Disruption,0.12953256606232888,Low exposure
P00177,Office Supplies,Stable,Low,Supplier,1.2,0.08,0.0417,358.6,2174.4,7135.2,171244.8,29.0,15.235,0.9856,0.0155,798.0,14183.2435,664.6635,-664.6635,165.0,165.0,-0.01,-1.385,Severe,Immediate contingency planning,Demand Surge,0.1294422238288923,Low exposure
P01668,Accessories,Stable,Low,Demand Volatility,1.2,0.0,0.0,383.9,2313.6,7579.2,181900.8,29.0,15.8492,0.986,0.0155,779.0,14752.3325,691.3325,-691.3325,161.0,161.0,-0.01,-1.4408,Severe,Immediate contingency planning,Demand Surge,0.12914910785399153,Low exposure
P00415,Personal Care,Seasonal,Low,Supplier,1.2,0.0,0.0,173.75,1170.0,3144.0,50304.0,20.0,30.3792,0.9611,0.0406,464.0,7704.3266,1001.8766,-1001.8766,129.0,129.0,-0.031,5.0192,Severe,Immediate contingency planning,Combined Stress,0.12913662280253235,Low exposure
P00803,Personal Care,Stable,Low,Supplier,1.2,0.104,0.0542,292.5,2021.76,5098.8,122371.2,29.0,20.1609,0.9663,0.0378,383.0,9343.9897,1215.0997,-1215.0997,107.0,107.0,-0.031,3.3309,Severe,Immediate contingency planning,Combined Stress,0.12912141655568857,Low exposure
P01936,Accessories,Volatile,Low,Supplier,1.0,0.221,0.0542,562.35,3433.3,4303.0,103272.0,24.0,23.4611,0.9717,0.0347,846.0,14826.244,1476.784,-1476.784,80.0,80.0,-0.021,5.7211,High,Increase inventory protection,Supplier Disruption,0.12910278805032116,Low exposure
P01356,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.1083,290.0,1670.76,3553.2,85276.8,29.0,21.1193,0.9647,0.0365,434.0,8288.308,1077.818,-1077.818,121.0,121.0,-0.031,3.4893,Severe,Immediate contingency planning,Combined Stress,0.12909283346282385,Low exposure
P00792,Personal Care,Stable,Low,Demand Volatility,1.2,0.078,0.0812,250.0,1725.36,6524.4,104390.4,20.0,28.1271,0.9661,0.0378,355.0,9925.4307,1290.7107,-1290.7107,99.0,99.0,-0.031,4.6471,Severe,Immediate contingency planning,Combined Stress,0.12906969818590608,Low exposure
P01055,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.0812,860.0,4935.84,15729.6,251673.6,20.0,30.1516,0.969,0.031,0.0,17315.8231,2251.7631,-2251.7631,0.0,0.0,-0.031,4.9816,Low,Current policy remains resilient,Combined Stress,0.12903843020409841,Low exposure
P00281,Accessories,Stable,Low,Supplier,1.0,0.052,0.0542,416.3,2594.8,6535.0,156840.0,24.0,22.7205,0.975,0.0278,705.0,16064.2799,1600.0999,-1600.0999,67.0,67.0,-0.021,5.5405,High,Increase inventory protection,Supplier Disruption,0.12902949752660042,Low exposure
P00173,Personal Care,Stable,Low,Demand Volatility,1.2,0.052,0.0542,471.25,3258.84,4108.8,197222.4,58.0,12.0031,0.9674,0.0337,367.0,9686.0287,1259.5787,-1259.5787,102.0,102.0,-0.031,1.9831,Severe,Immediate contingency planning,Combined Stress,0.12902242836629113,Low exposure
P00304,Personal Care,Stable,Low,Demand Volatility,1.0,0.0,0.0,485.3,3040.7,7669.0,184056.0,24.0,22.2577,0.9759,0.0292,639.0,16640.8498,1657.5298,-1657.5298,61.0,61.0,-0.021,5.4277,High,Increase inventory protection,Supplier Disruption,0.12900802710444792,Low exposure
P01355,Personal Care,Stable,Low,Demand Volatility,1.2,0.19,0.125,421.3,2545.2,12511.2,200179.2,20.0,21.9267,0.9867,0.0155,704.0,17914.1536,839.5036,-839.5036,145.0,145.0,-0.01,-1.9933,Severe,Immediate contingency planning,Demand Surge,0.1289724547770997,Low exposure
P00491,Personal Care,Stable,Low,Supplier,1.2,0.04,0.0417,457.6,2766.0,9068.4,217641.6,29.0,15.5467,0.9868,0.0155,750.0,15835.104,742.074,-742.074,155.0,155.0,-0.01,-1.4133,Severe,Immediate contingency planning,Demand Surge,0.12896712736904548,Low exposure
P01176,Personal Care,Stable,Low,Supplier,1.2,0.156,0.0812,290.0,2006.16,7586.4,121382.4,20.0,29.3729,0.9668,0.0351,306.0,10919.7187,1420.0087,-1420.0087,85.0,85.0,-0.031,4.8529,Severe,Immediate contingency planning,Combined Stress,0.12890668625031487,Low exposure
P00555,Accessories,Trending,Low,Demand Volatility,1.0,0.052,0.0542,464.6,2419.3,5144.0,123456.0,24.0,22.7999,0.9733,0.0306,790.0,15172.6146,1511.2846,-1511.2846,75.0,75.0,-0.021,5.5599,High,Increase inventory protection,Supplier Disruption,0.12876433547324076,Low exposure
P01405,Office Supplies,Trending,Low,Supplier,1.0,0.494,0.1625,517.5,2719.6,8693.0,139088.0,16.0,34.1073,0.9754,0.0251,565.0,17186.9774,1711.9274,-1711.9274,54.0,54.0,-0.021,8.3173,High,Increase inventory protection,Supplier Disruption,0.12868050521988278,Low exposure
P00097,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.325,0.1625,353.75,2377.44,4255.2,102124.8,29.0,21.1672,0.9656,0.0378,402.0,8824.9884,1147.6084,-1147.6084,112.0,112.0,-0.031,3.4972,Severe,Immediate contingency planning,Combined Stress,0.1286681492403281,Low exposure
