product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario
P01069,Home Appliances,Volatile,Low,Supplier,1.0,1.144,0.325,69.0,417.3,784.0,12544.0,16.0,34.385,0.9693,0.0306,136.0,2817.0004,280.5904,-280.5904,13.0,13.0,-0.021,8.385,High,Increase inventory protection,Supplier Disruption
P01070,Home Appliances,Stable,Low,Supplier,1.0,0.0,0.0,48.3,297.7,747.0,17928.0,24.0,22.8263,0.9776,0.0224,29.0,1910.3194,190.2794,-190.2794,3.0,3.0,-0.021,5.5663,High,Increase inventory protection,Supplier Disruption
P01071,Home Appliances,Volatile,Low,Demand Volatility,1.0,0.65,0.1625,49.45,297.7,372.0,8928.0,24.0,24.215,0.9679,0.0347,112.0,2292.8298,228.3798,-228.3798,11.0,11.0,-0.021,5.905,High,Increase inventory protection,Supplier Disruption
P01072,Electronics,Volatile,Low,Demand Volatility,1.0,0.572,0.1625,69.0,416.0,779.0,12464.0,16.0,34.8214,0.9685,0.032,147.0,2933.9381,292.2381,-292.2381,14.0,14.0,-0.021,8.4914,High,Increase inventory protection,Supplier Disruption
P01073,Electronics,Stable,Low,Supplier,1.0,0.156,0.1083,41.4,253.5,636.0,15264.0,24.0,22.4164,0.9736,0.0292,93.0,2397.3396,238.7896,-238.7896,9.0,9.0,-0.021,5.4664,High,Increase inventory protection,Supplier Disruption
P01074,Electronics,Volatile,Low,Demand Volatility,1.0,0.494,0.1625,36.8,219.7,411.0,6576.0,16.0,34.6363,0.9684,0.032,78.0,1764.6387,175.7687,-175.7687,7.0,7.0,-0.021,8.4463,Moderate,Monitor and prepare response,Supplier Disruption
P01075,Accessories,Volatile,Low,Demand Volatility,1.0,0.572,0.1625,363.4,2223.0,4183.0,66928.0,16.0,33.9353,0.9741,0.0251,368.0,9440.3014,940.3114,-940.3114,35.0,35.0,-0.021,8.2753,High,Increase inventory protection,Supplier Disruption
P01076,Home Appliances,Volatile,Medium,Supplier,1.0,0.403,0.1625,147.2,737.1,1318.0,21088.0,16.0,36.1704,0.979,0.021,0.0,2223.7045,221.4945,-221.4945,0.0,0.0,-0.021,8.8204,Low,Current policy remains resilient,Supplier Disruption
P01077,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.325,0.2438,64.4,386.1,1033.0,16528.0,16.0,32.917,0.9657,0.0361,246.0,4189.7884,417.3284,-417.3284,23.0,23.0,-0.021,8.027,High,Increase inventory protection,Supplier Disruption
P01078,Office Supplies,Intermittent,High,Demand Volatility,1.0,0.845,0.1591,1649.1,4533.1,1665.0,81585.0,49.0,27.3493,0.979,0.021,0.0,6459.917,643.447,-643.447,0.0,0.0,-0.021,6.6693,Low,Current policy remains resilient,Supplier Disruption
P01079,Electronics,Volatile,Low,Demand Volatility,1.0,0.572,0.1625,81.65,487.5,913.0,14608.0,16.0,34.0676,0.9668,0.0361,199.0,3603.6227,358.9427,-358.9427,19.0,19.0,-0.021,8.3076,High,Increase inventory protection,Supplier Disruption
P01080,Accessories,Trending,Low,Demand Volatility,1.0,0.104,0.0542,60.95,318.5,679.0,16296.0,24.0,23.5273,0.9756,0.0265,62.0,2183.0889,217.4489,-217.4489,6.0,6.0,-0.021,5.7373,High,Increase inventory protection,Supplier Disruption
P01081,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.819,0.2123,2128.65,5262.4,1781.0,87269.0,49.0,29.505,0.979,0.021,0.0,7245.6731,721.7131,-721.7131,0.0,0.0,-0.021,7.195,Low,Current policy remains resilient,Supplier Disruption
P01082,Electronics,Volatile,Low,Supplier,1.0,1.3,0.325,63.25,382.2,717.0,11472.0,16.0,34.3718,0.979,0.021,0.0,1364.4028,135.9028,-135.9028,0.0,0.0,-0.021,8.3818,Low,Current policy remains resilient,Supplier Disruption
P01083,Home Appliances,Stable,Low,Demand Volatility,1.0,0.104,0.1083,34.5,210.6,528.0,12672.0,24.0,22.1916,0.9764,0.0251,38.0,1700.3558,169.3658,-169.3658,4.0,4.0,-0.021,5.4115,High,Increase inventory protection,Supplier Disruption
P01084,Accessories,Stable,Low,Supplier,1.0,0.221,0.1625,190.9,1186.9,2988.0,71712.0,24.0,22.218,0.9775,0.0265,120.0,5595.0178,557.2978,-557.2978,11.0,11.0,-0.021,5.418,High,Increase inventory protection,Supplier Disruption
P01085,Accessories,Volatile,Low,Supplier,1.0,0.0,0.0,139.15,846.3,1060.0,25440.0,24.0,24.8233,0.9782,0.0224,23.0,2373.6389,236.4289,-236.4289,2.0,2.0,-0.021,6.0533,Moderate,Monitor and prepare response,Supplier Disruption
P01086,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.325,0.0812,210.45,1281.8,3440.0,55040.0,16.0,32.4674,0.9745,0.0265,275.0,7379.0591,734.9991,-734.9991,26.0,26.0,-0.021,7.9174,High,Increase inventory protection,Supplier Disruption
P01087,Personal Care,Stable,Low,Supplier,1.0,0.156,0.1083,552.0,3455.4,8713.0,209112.0,24.0,22.4428,0.9765,0.0251,585.0,17489.7227,1742.0827,-1742.0827,56.0,56.0,-0.021,5.4728,High,Increase inventory protection,Supplier Disruption
P01088,Electronics,Volatile,Low,Demand Volatility,1.0,0.65,0.1625,54.05,323.7,405.0,9720.0,24.0,23.4876,0.9702,0.0333,96.0,2165.0968,215.6568,-215.6568,9.0,9.0,-0.021,5.7276,High,Increase inventory protection,Supplier Disruption
P01089,Accessories,Volatile,Low,Supplier,1.0,0.572,0.1625,575.0,3499.6,6576.0,105216.0,16.0,34.1866,0.9718,0.0306,849.0,17364.744,1729.634,-1729.634,81.0,81.0,-0.021,8.3366,High,Increase inventory protection,Supplier Disruption
P01090,Electronics,Trending,Low,Demand Volatility,1.0,0.65,0.325,11.5,58.5,187.0,2992.0,16.0,31.5416,0.9724,0.0292,22.0,886.4231,88.2931,-88.2931,2.0,2.0,-0.021,7.6916,Moderate,Monitor and prepare response,Supplier Disruption
P01091,Accessories,Trending,Low,Demand Volatility,1.0,0.156,0.1625,67.85,354.9,1132.0,18112.0,16.0,32.2558,0.9755,0.0278,72.0,2528.571,251.861,-251.861,7.0,7.0,-0.021,7.8658,High,Increase inventory protection,Supplier Disruption
P01092,Personal Care,Trending,Low,Supplier,1.0,0.325,0.1625,737.15,3871.4,8250.0,198000.0,24.0,23.1966,0.9731,0.0278,1315.0,24594.6018,2449.7718,-2449.7718,125.0,125.0,-0.021,5.6566,High,Increase inventory protection,Supplier Disruption
P01093,Personal Care,Trending,Low,Demand Volatility,1.0,0.325,0.1083,565.8,2971.8,6331.0,151944.0,24.0,23.3686,0.9753,0.0265,631.0,15291.296,1523.106,-1523.106,60.0,60.0,-0.021,5.6986,High,Increase inventory protection,Supplier Disruption
P01094,Personal Care,Trending,Low,Supplier,1.0,0.156,0.0812,527.85,2776.8,8879.0,142064.0,16.0,32.3748,0.9759,0.0265,486.0,16058.5047,1599.5247,-1599.5247,46.0,46.0,-0.021,7.8948,High,Increase inventory protection,Supplier Disruption
P01095,Electronics,Seasonal,Low,Supplier,1.0,0.0,0.0,25.3,152.1,406.0,6496.0,16.0,32.0574,0.9693,0.0333,71.0,1640.4487,163.3987,-163.3987,7.0,7.0,-0.021,7.8174,High,Increase inventory protection,Supplier Disruption
P01096,Electronics,Seasonal,Low,Demand Volatility,1.0,0.0,0.0,65.55,390.0,694.0,16656.0,24.0,24.2943,0.9721,0.0306,129.0,2909.8375,289.8375,-289.8375,12.0,12.0,-0.021,5.9243,High,Increase inventory protection,Supplier Disruption
P01097,Electronics,Trending,Low,Supplier,1.0,0.429,0.1625,21.85,113.1,240.0,5760.0,24.0,22.8925,0.9727,0.0306,41.0,1384.383,137.893,-137.893,4.0,4.0,-0.021,5.5825,High,Increase inventory protection,Supplier Disruption
P01098,Electronics,Seasonal,Low,Supplier,1.0,0.0,0.0,20.7,124.8,333.0,5328.0,16.0,32.0045,0.972,0.0306,42.0,1263.9579,125.8979,-125.8979,4.0,4.0,-0.021,7.8045,High,Increase inventory protection,Supplier Disruption
P01099,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.664,0.416,1447.85,4118.4,3096.0,77400.0,25.0,35.1124,0.9757,0.0251,278.0,9579.0518,954.1318,-954.1318,26.0,26.0,-0.021,8.5624,High,Increase inventory protection,Supplier Disruption
P01100,Home Appliances,Seasonal,Low,Supplier,1.0,0.0,0.0,28.75,172.9,462.0,7392.0,16.0,33.565,0.9789,0.0224,1.0,1033.9363,102.9863,-102.9863,0.0,0.0,-0.021,8.185,Low,Current policy remains resilient,Supplier Disruption
P01101,Electronics,Volatile,Medium,Supplier,1.0,0.754,0.2167,44.85,219.7,259.0,6216.0,24.0,24.3869,0.9636,0.0388,107.0,2097.7041,208.9441,-208.9441,10.0,10.0,-0.021,5.9469,High,Increase inventory protection,Supplier Disruption
P01102,Accessories,Volatile,Medium,Supplier,1.0,0.546,0.1625,979.8,4901.0,5835.0,140040.0,24.0,26.2516,0.9789,0.0237,11.0,9353.9059,931.7059,-931.7059,1.0,1.0,-0.021,6.4016,Moderate,Monitor and prepare response,Supplier Disruption
P01103,Accessories,Volatile,Medium,Supplier,1.0,0.806,0.2167,975.2,4893.2,5831.0,139944.0,24.0,25.6697,0.9776,0.0224,213.0,11191.8348,1114.7748,-1114.7748,20.0,20.0,-0.021,6.2597,High,Increase inventory protection,Supplier Disruption
P01104,Accessories,Volatile,Medium,Supplier,1.0,0.273,0.1083,1228.2,6165.9,7349.0,176376.0,24.0,26.0532,0.9733,0.0265,1122.0,22658.9157,2256.9657,-2256.9657,107.0,107.0,-0.021,6.3532,High,Increase inventory protection,Supplier Disruption
P01105,Accessories,Trending,Low,Demand Volatility,1.0,0.0,0.0,399.05,2074.8,4408.0,105792.0,24.0,24.3869,0.9727,0.0278,750.0,14226.1622,1417.0122,-1417.0122,71.0,71.0,-0.021,5.9469,High,Increase inventory protection,Supplier Disruption
P01106,Electronics,Seasonal,Low,Supplier,1.0,0.247,0.0812,11.5,68.9,183.0,2928.0,16.0,32.7451,0.9692,0.0333,32.0,989.8445,98.5945,-98.5945,3.0,3.0,-0.021,7.9851,High,Increase inventory protection,Supplier Disruption
P01107,Home Appliances,Stable,Low,Demand Volatility,1.0,0.0,0.0,19.55,118.3,443.0,7088.0,16.0,32.9699,0.9769,0.0237,17.0,1155.8385,115.1285,-115.1285,2.0,2.0,-0.021,8.0399,High,Increase inventory protection,Supplier Disruption
P01108,Office Supplies,Stable,Low,Demand Volatility,1.0,0.156,0.0812,943.0,5917.6,7464.0,358272.0,48.0,12.5108,0.9734,0.0347,2259.0,34492.5362,3435.6662,-3435.6662,215.0,215.0,-0.021,3.0508,High,Increase inventory protection,Supplier Disruption
P01109,Office Supplies,Trending,Low,Supplier,1.0,0.494,0.2438,1037.3,5448.3,17413.0,278608.0,16.0,32.0971,0.9737,0.0292,1642.0,37808.807,3765.987,-3765.987,156.0,156.0,-0.021,7.8271,High,Increase inventory protection,Supplier Disruption
P01110,Electronics,Volatile,Low,Demand Volatility,1.0,0.403,0.0812,85.1,514.8,967.0,15472.0,16.0,34.8875,0.9707,0.0306,144.0,3147.5224,313.5124,-313.5124,14.0,14.0,-0.021,8.5075,High,Increase inventory protection,Supplier Disruption
P01111,Accessories,Stable,Low,Supplier,1.0,0.078,0.0812,23.0,144.3,548.0,8768.0,16.0,33.1154,0.979,0.021,0.0,1121.709,111.729,-111.729,0.0,0.0,-0.021,8.0754,Low,Current policy remains resilient,Supplier Disruption
P01112,Electronics,Volatile,Low,Supplier,1.0,1.222,0.4062,66.7,404.3,758.0,12128.0,16.0,34.4643,0.9752,0.0251,52.0,1941.5613,193.3913,-193.3913,5.0,5.0,-0.021,8.4043,High,Increase inventory protection,Supplier Disruption
P01113,Electronics,Volatile,Medium,Supplier,1.0,0.247,0.0812,16.1,78.0,138.0,2208.0,16.0,34.4908,0.9754,0.0251,9.0,711.0666,70.8266,-70.8266,1.0,1.0,-0.021,8.4108,High,Increase inventory protection,Supplier Disruption
P01114,Personal Care,Trending,Medium,Supplier,1.0,0.494,0.2438,752.1,3268.2,9849.0,157584.0,16.0,33.3534,0.979,0.021,0.0,12707.638,1265.758,-1265.758,0.0,0.0,-0.021,8.1334,Low,Current policy remains resilient,Supplier Disruption
P01115,Personal Care,Stable,Low,Supplier,1.0,0.078,0.0812,533.6,3347.5,12667.0,202672.0,16.0,31.8987,0.9768,0.0265,499.0,20548.5394,2046.7594,-2046.7594,47.0,47.0,-0.021,7.7787,High,Increase inventory protection,Supplier Disruption
P01116,Personal Care,Stable,Low,Supplier,1.0,0.052,0.0542,561.2,3519.1,8876.0,213024.0,24.0,22.1783,0.9753,0.0278,874.0,20474.3163,2039.3663,-2039.3663,83.0,83.0,-0.021,5.4083,High,Increase inventory protection,Supplier Disruption
P01117,Electronics,Stable,Low,Supplier,1.0,0.0,0.0,34.5,210.6,789.0,12624.0,16.0,31.6606,0.9766,0.0237,34.0,1721.3022,171.4522,-171.4522,3.0,3.0,-0.021,7.7206,Moderate,Monitor and prepare response,Supplier Disruption
P01118,Accessories,Trending,Low,Demand Volatility,1.0,0.247,0.0812,425.5,2219.1,7077.0,113232.0,16.0,32.0177,0.9729,0.0278,777.0,16711.0302,1664.5202,-1664.5202,74.0,74.0,-0.021,7.8077,High,Increase inventory protection,Supplier Disruption
P01119,Home Appliances,Seasonal,Low,Demand Volatility,1.0,0.0,0.0,80.5,484.9,1297.0,20752.0,16.0,31.1052,0.9714,0.032,176.0,3716.44,370.18,-370.18,17.0,17.0,-0.021,7.5852,High,Increase inventory protection,Supplier Disruption
P01120,Electronics,Seasonal,Low,Supplier,1.0,0.494,0.2438,58.65,353.6,945.0,15120.0,16.0,34.266,0.9785,0.0224,9.0,1741.4933,173.4633,-173.4633,1.0,1.0,-0.021,8.356,High,Increase inventory protection,Supplier Disruption
P01121,Accessories,Trending,Low,Demand Volatility,1.0,0.156,0.0542,90.85,473.2,1006.0,24144.0,24.0,22.8131,0.9674,0.0347,314.0,5105.4654,508.5354,-508.5354,30.0,30.0,-0.021,5.5631,High,Increase inventory protection,Supplier Disruption
P01122,Accessories,Stable,Low,Supplier,1.0,0.104,0.1083,241.5,1505.4,3790.0,90960.0,24.0,22.6809,0.9758,0.0265,324.0,8733.1998,869.8798,-869.8798,31.0,31.0,-0.021,5.5309,High,Increase inventory protection,Supplier Disruption
P01123,Accessories,Stable,Low,Demand Volatility,1.0,0.156,0.0812,133.4,833.3,3152.0,50432.0,16.0,32.798,0.9748,0.0251,239.0,6701.9111,667.5511,-667.5511,23.0,23.0,-0.021,7.998,High,Increase inventory protection,Supplier Disruption
P01124,Accessories,Trending,Low,Demand Volatility,1.0,0.0,0.0,426.65,2225.6,7099.0,113584.0,16.0,32.7054,0.9757,0.0251,420.0,13331.7537,1327.9237,-1327.9237,40.0,40.0,-0.021,7.9754,High,Increase inventory protection,Supplier Disruption
P01125,Office Supplies,Trending,Low,Demand Volatility,1.0,0.104,0.0542,814.2,4275.7,9109.0,218616.0,24.0,23.7389,0.9767,0.0251,564.0,18439.2737,1836.6637,-1836.6637,54.0,54.0,-0.021,5.7889,High,Increase inventory protection,Supplier Disruption
P01126,Personal Care,Trending,Low,Supplier,1.0,0.104,0.0542,599.15,3151.2,6718.0,161232.0,24.0,23.2099,0.9717,0.032,1323.0,22688.6583,2259.9283,-2259.9283,126.0,126.0,-0.021,5.6599,High,Increase inventory protection,Supplier Disruption
P01127,Electronics,Seasonal,Low,Demand Volatility,1.0,0.104,0.1083,33.35,201.5,359.0,8616.0,24.0,23.276,0.9752,0.0265,36.0,1501.1319,149.5219,-149.5219,3.0,3.0,-0.021,5.676,Moderate,Monitor and prepare response,Supplier Disruption
P01128,Home Appliances,Stable,Low,Supplier,1.0,0.0,0.0,12.65,79.3,201.0,4824.0,24.0,22.0593,0.9753,0.0278,20.0,1115.1452,111.0752,-111.0752,2.0,2.0,-0.021,5.3793,High,Increase inventory protection,Supplier Disruption
P01129,Home Appliances,Volatile,Low,Supplier,1.0,0.325,0.0812,65.55,400.4,752.0,12032.0,16.0,33.618,0.9692,0.032,133.0,2720.7314,271.0014,-271.0014,13.0,13.0,-0.021,8.1979,High,Increase inventory protection,Supplier Disruption
P01130,Home Appliances,Volatile,Low,Demand Volatility,1.0,0.572,0.1625,100.05,605.8,1136.0,18176.0,16.0,33.446,0.9767,0.0237,48.0,2339.8759,233.0659,-233.0659,5.0,5.0,-0.021,8.156,High,Increase inventory protection,Supplier Disruption
P01131,Office Supplies,Stable,Low,Demand Volatility,1.0,0.0,0.0,656.65,4124.9,15611.0,249776.0,16.0,31.3829,0.978,0.0224,270.0,21439.6383,2135.5183,-2135.5183,26.0,26.0,-0.021,7.6529,High,Increase inventory protection,Supplier Disruption
P01132,Personal Care,Stable,Low,Supplier,1.0,0.0,0.0,219.65,1376.7,3474.0,83376.0,24.0,22.4164,0.9765,0.0278,233.0,7368.6193,733.9593,-733.9593,22.0,22.0,-0.021,5.4664,High,Increase inventory protection,Supplier Disruption
P01133,Electronics,Trending,Low,Demand Volatility,1.0,0.221,0.1083,88.55,462.8,984.0,23616.0,24.0,23.4876,0.9783,0.0237,18.0,2138.6528,213.0228,-213.0228,2.0,2.0,-0.021,5.7276,High,Increase inventory protection,Supplier Disruption
P01134,Electronics,Trending,Low,Demand Volatility,1.0,0.0,0.0,88.55,461.5,981.0,23544.0,24.0,22.7734,0.9759,0.0251,81.0,2727.8394,271.7094,-271.7094,8.0,8.0,-0.021,5.5534,High,Increase inventory protection,Supplier Disruption
P01135,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.885,0.3979,711.85,1953.9,716.0,35084.0,49.0,24.8498,0.9786,0.0224,15.0,3509.2196,349.5396,-349.5396,1.0,1.0,-0.021,6.0598,Moderate,Monitor and prepare response,Supplier Disruption
P01136,Electronics,Trending,Low,Demand Volatility,1.0,0.156,0.0812,9.2,49.4,161.0,2576.0,16.0,33.2476,0.9736,0.0251,15.0,798.9614,79.5814,-79.5814,1.0,1.0,-0.021,8.1076,Moderate,Monitor and prepare response,Supplier Disruption
P01137,Accessories,Trending,Low,Demand Volatility,1.0,0.156,0.0542,664.7,3465.8,7369.0,176856.0,24.0,23.7786,0.9786,0.0224,77.0,11255.8068,1121.1468,-1121.1468,7.0,7.0,-0.021,5.7985,Moderate,Monitor and prepare response,Supplier Disruption
P01138,Personal Care,Stable,Low,Supplier,1.0,0.0,0.0,480.7,3012.1,3797.0,182256.0,48.0,12.4183,0.9769,0.0265,434.0,10975.0297,1093.1797,-1093.1797,41.0,41.0,-0.021,3.0283,High,Increase inventory protection,Supplier Disruption
P01139,Personal Care,Stable,Low,Demand Volatility,1.0,0.156,0.1083,555.45,3482.7,8784.0,210816.0,24.0,22.4164,0.9772,0.0251,436.0,16077.141,1601.381,-1601.381,41.0,41.0,-0.021,5.4664,High,Increase inventory protection,Supplier Disruption
P01140,Personal Care,Trending,Low,Supplier,1.0,0.078,0.0812,886.65,4665.7,14920.0,238720.0,16.0,32.0706,0.9721,0.0278,1846.0,36864.2648,3671.9048,-3671.9048,175.0,175.0,-0.021,7.8206,High,Increase inventory protection,Supplier Disruption
P01141,Accessories,Stable,Low,Demand Volatility,1.0,0.0,0.0,304.75,1896.7,7165.0,114640.0,16.0,32.4012,0.9779,0.0237,136.0,10473.5936,1043.2336,-1043.2336,13.0,13.0,-0.021,7.9012,High,Increase inventory protection,Supplier Disruption
P01142,Home Appliances,Seasonal,Low,Supplier,1.0,0.221,0.1083,48.3,291.2,519.0,12456.0,24.0,23.2231,0.9682,0.0347,150.0,2851.7296,284.0496,-284.0496,14.0,14.0,-0.021,5.6631,High,Increase inventory protection,Supplier Disruption
P01143,Office Supplies,Stable,Low,Demand Volatility,1.0,0.026,0.027,82.8,517.4,652.0,31296.0,48.0,12.5505,0.9759,0.0292,109.0,3349.1119,333.5919,-333.5919,10.0,10.0,-0.021,3.0605,High,Increase inventory protection,Supplier Disruption
P01144,Personal Care,Stable,Low,Demand Volatility,1.0,0.052,0.027,171.35,1072.5,1353.0,64944.0,48.0,12.4976,0.9751,0.0306,281.0,6046.3202,602.2502,-602.2502,27.0,27.0,-0.021,3.0476,High,Increase inventory protection,Supplier Disruption
P01145,Home Appliances,Stable,Low,Demand Volatility,1.0,0.0,0.0,28.75,179.4,451.0,10824.0,24.0,22.1651,0.9738,0.0292,63.0,1858.7753,185.1453,-185.1453,6.0,6.0,-0.021,5.4051,High,Increase inventory protection,Supplier Disruption
P01146,Accessories,Stable,Low,Demand Volatility,1.0,0.221,0.1083,317.4,1979.9,4990.0,119760.0,24.0,22.5486,0.9757,0.0265,440.0,11387.5047,1134.2647,-1134.2647,42.0,42.0,-0.021,5.4986,High,Increase inventory protection,Supplier Disruption
P01147,Office Supplies,Trending,Low,Supplier,1.0,0.104,0.0542,1006.25,5268.9,11216.0,269184.0,24.0,24.2282,0.9777,0.0224,389.0,19790.1269,1971.2169,-1971.2169,37.0,37.0,-0.021,5.9082,High,Increase inventory protection,Supplier Disruption
P01148,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.3,0.3184,2110.25,5826.6,2146.0,105154.0,49.0,25.2597,0.9786,0.0224,48.0,7906.9503,787.5803,-787.5803,5.0,5.0,-0.021,6.1597,High,Increase inventory protection,Supplier Disruption
P01149,Accessories,Stable,Low,Demand Volatility,1.0,0.078,0.0812,152.95,952.9,3602.0,57632.0,16.0,32.2425,0.9748,0.0278,270.0,7488.2114,745.8714,-745.8714,26.0,26.0,-0.021,7.8625,High,Increase inventory protection,Supplier Disruption
P01150,Accessories,Trending,Low,Supplier,1.0,0.325,0.1625,515.2,2685.8,8567.0,137072.0,16.0,32.2558,0.9747,0.0251,666.0,17453.1165,1738.4365,-1738.4365,63.0,63.0,-0.021,7.8658,High,Increase inventory protection,Supplier Disruption
P01151,Office Supplies,Trending,Low,Supplier,1.0,0.078,0.0812,239.2,1254.5,4008.0,64128.0,16.0,33.1286,0.9756,0.0251,241.0,7820.3771,778.9571,-778.9571,23.0,23.0,-0.021,8.0786,High,Increase inventory protection,Supplier Disruption
P01152,Accessories,Stable,Low,Demand Volatility,1.0,0.117,0.0554,216.2,1345.5,1693.0,79571.0,47.0,12.5373,0.9725,0.032,589.0,9602.0084,956.4184,-956.4184,56.0,56.0,-0.021,3.0573,High,Increase inventory protection,Supplier Disruption
P01153,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.82,0.468,2143.6,5869.5,4299.0,107475.0,25.0,34.9404,0.9653,0.0292,1579.0,24974.8576,2487.6476,-2487.6476,150.0,150.0,-0.021,8.5204,High,Increase inventory protection,Supplier Disruption
P01154,Office Supplies,Stable,Low,Demand Volatility,1.0,0.0,0.0,680.8,4278.3,10797.0,259128.0,24.0,22.337,0.9778,0.0251,336.0,17542.4663,1747.3363,-1747.3363,32.0,32.0,-0.021,5.447,High,Increase inventory protection,Supplier Disruption
P01155,Personal Care,Trending,Low,Demand Volatility,1.0,0.806,0.4062,989.0,5198.7,16621.0,265936.0,16.0,33.2476,0.973,0.0292,1783.0,38995.1877,3884.1577,-3884.1577,169.0,169.0,-0.021,8.1076,High,Increase inventory protection,Supplier Disruption
P01156,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.3,0.26,875.15,2340.0,1685.0,42125.0,25.0,36.7655,0.979,0.021,0.0,4162.356,414.5959,-414.5959,0.0,0.0,-0.021,8.9655,Low,Current policy remains resilient,Supplier Disruption
P01157,Electronics,Trending,Low,Supplier,1.0,0.429,0.2167,50.6,263.9,561.0,13464.0,24.0,23.0644,0.9686,0.032,157.0,2967.5345,295.5845,-295.5845,15.0,15.0,-0.021,5.6244,High,Increase inventory protection,Supplier Disruption
P01158,Accessories,Stable,Low,Supplier,1.0,0.0,0.0,175.95,1099.8,2771.0,66504.0,24.0,22.0725,0.9768,0.0265,160.0,5701.138,567.868,-567.868,15.0,15.0,-0.021,5.3825,High,Increase inventory protection,Supplier Disruption
P01159,Accessories,Volatile,Low,Demand Volatility,1.0,1.378,0.325,530.15,3233.1,6079.0,97264.0,16.0,34.3056,0.9643,0.0333,1601.0,24321.4214,2422.5614,-2422.5614,152.0,152.0,-0.021,8.3656,High,Increase inventory protection,Supplier Disruption
P01160,Electronics,Trending,Low,Supplier,1.0,0.0,0.0,80.5,421.2,1343.0,21488.0,16.0,33.0889,0.9779,0.0224,25.0,2357.657,234.837,-234.837,2.0,2.0,-0.021,8.0689,Moderate,Monitor and prepare response,Supplier Disruption
P01161,Accessories,Trending,Low,Supplier,1.0,0.0,0.0,611.8,3186.3,10161.0,162576.0,16.0,32.9302,0.9745,0.0292,824.0,21220.4564,2113.6864,-2113.6864,78.0,78.0,-0.021,8.0302,High,Increase inventory protection,Supplier Disruption
P01162,Electronics,Trending,Low,Supplier,1.0,0.728,0.2438,85.1,442.0,1408.0,22528.0,16.0,32.3483,0.9774,0.0237,40.0,2544.3197,253.4297,-253.4297,4.0,4.0,-0.021,7.8883,High,Increase inventory protection,Supplier Disruption
P01163,Home Appliances,Stable,Low,Demand Volatility,1.0,0.156,0.0812,14.95,93.6,351.0,5616.0,16.0,31.621,0.9788,0.0224,1.0,869.6638,86.6238,-86.6238,0.0,0.0,-0.021,7.711,Low,Current policy remains resilient,Supplier Disruption
P01164,Office Supplies,Intermittent,High,Demand Volatility,1.0,1.352,0.26,2302.3,5995.6,4233.0,105825.0,25.0,36.2233,0.9775,0.0224,171.0,10999.7188,1095.6388,-1095.6388,16.0,16.0,-0.021,8.8333,High,Increase inventory protection,Supplier Disruption
P01165,Electronics,Stable,Low,Demand Volatility,1.0,0.156,0.0812,8.05,45.5,169.0,2704.0,16.0,32.031,0.9739,0.0292,15.0,802.0156,79.8856,-79.8856,1.0,1.0,-0.021,7.8109,Moderate,Monitor and prepare response,Supplier Disruption
P01166,Accessories,Stable,Low,Supplier,1.0,0.026,0.027,440.45,2748.2,3461.0,166128.0,48.0,12.5505,0.9765,0.0278,457.0,10792.5984,1075.0084,-1075.0084,43.0,43.0,-0.021,3.0605,High,Increase inventory protection,Supplier Disruption
P01167,Accessories,Stable,Low,Demand Volatility,1.0,0.0,0.0,174.8,1093.3,4133.0,66128.0,16.0,32.2425,0.9787,0.0224,20.0,5619.0295,559.6895,-559.6895,2.0,2.0,-0.021,7.8625,High,Increase inventory protection,Supplier Disruption
P01168,Personal Care,Seasonal,Low,Supplier,1.0,0.156,0.0812,305.9,1869.4,5023.0,80368.0,16.0,33.9089,0.9745,0.0265,407.0,10889.4671,1084.6571,-1084.6571,39.0,39.0,-0.021,8.2689,High,Increase inventory protection,Supplier Disruption
P01169,Electronics,Stable,Low,Demand Volatility,1.0,0.0,0.0,32.2,198.9,748.0,11968.0,16.0,32.0442,0.9766,0.0265,32.0,1660.973,165.443,-165.443,3.0,3.0,-0.021,7.8142,High,Increase inventory protection,Supplier Disruption
P01170,Home Appliances,Stable,Low,Demand Volatility,1.0,0.0,0.0,55.2,341.9,862.0,20688.0,24.0,22.456,0.9773,0.0237,39.0,2138.886,213.0461,-213.0461,4.0,4.0,-0.021,5.476,High,Increase inventory protection,Supplier Disruption
P01171,Personal Care,Stable,Low,Supplier,1.0,0.0,0.0,64.4,403.0,1527.0,24432.0,16.0,32.4145,0.9766,0.0251,66.0,2957.6832,294.6032,-294.6032,6.0,6.0,-0.021,7.9045,Moderate,Monitor and prepare response,Supplier Disruption
