product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank
P01931,Personal Care,Seasonal,Low,Supplier,1.0,0.494,0.2167,446.2,2720.9,4872.0,116928.0,24.0,23.7521,0.9734,0.0278,735.0,14532.1838,1447.49,-1447.4938,70.0,70.0,-0.021,5.7921,High,Review safety-stock buffer,Supplier Disruption,388.0,2093.0,4872.0,30.0,0.9944,0.0068,665.0,17.96,13084.69,0.1667,0.38,0.2574,0.1873,Medium,Immediate intervention,14532.18,13084.69,665.0,0.9944,388.0,4872.0,17.96,0.1053,0.1106,0.063346,0.0484,0.25,0.2481,Moderate exposure,1447.4938000000002,0.1,426.8,39.0,5359.200000000001,487.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 70 units, while modeled cost increases by ₹1,447. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 39 additional units.",Medium,0.1301791935385486,0.2145,3
P00147,Personal Care,Seasonal,Low,Supplier,1.0,0.156,0.0812,417.45,2549.3,6850.0,109600.0,16.0,32.5996,0.9721,0.0306,851.0,17331.5364,1726.33,-1726.3264,81.0,81.0,-0.021,7.9496,High,Review safety-stock buffer,Supplier Disruption,363.0,1961.0,6850.0,45.0,0.9931,0.0096,770.0,24.65,15605.21,0.0625,0.12,0.1011,0.1311,Medium,Increase order quantity,17331.54,15605.21,770.0,0.9931,363.0,6850.0,24.65,0.1052,0.1106,0.0075,0.0057,0.25,0.2504,Moderate exposure,1726.3264000000017,0.1,399.3,36.0,7535.000000000001,685.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 81 units, while modeled cost increases by ₹1,726. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 36 additional units.",Medium,0.1401465703979837,0.2143,3
P01934,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.403,0.1625,663.55,4048.2,10872.0,173952.0,16.0,32.4277,0.9764,0.0265,516.0,18789.0984,1871.51,-1871.5084,49.0,49.0,-0.021,7.9077,High,Review safety-stock buffer,Supplier Disruption,577.0,3114.0,10872.0,45.0,0.9974,0.0055,467.0,24.52,16917.59,0.125,0.31,0.1024,0.1394,Medium,Increase order quantity,18789.1,16917.59,467.0,0.9974,577.0,10872.0,24.52,0.1049,0.1106,0.03875,0.0296,0.25,0.2483,Moderate exposure,1871.5083999999988,0.1,634.7,58.0,11959.2,1087.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 49 units, while modeled cost increases by ₹1,872. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 58 additional units.",Medium,0.1352846436298043,0.2142,3
P01547,Accessories,Stable,Low,Demand Volatility,1.0,0.078,0.0812,464.6,2896.4,10946.0,175136.0,16.0,32.4541,0.9758,0.0251,631.0,20043.7159,1996.48,-1996.4759,60.0,60.0,-0.021,7.9141,High,Review safety-stock buffer,Supplier Disruption,404.0,2228.0,10946.0,45.0,0.9968,0.0041,571.0,24.54,18047.24,0.0625,0.06,0.0284,0.1021,Medium,Increase order quantity,20043.72,18047.24,571.0,0.9968,404.0,10946.0,24.54,0.1051,0.1106,0.00375,0.0029,0.25,0.2498,Moderate exposure,1996.4758999999976,0.1,444.40000000000003,40.0,12040.6,1095.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 60 units, while modeled cost increases by ₹1,996. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 40 additional units.",Medium,0.1413690647543155,0.2141,3
P01783,Personal Care,Trending,Low,Demand Volatility,1.0,0.0,0.0,933.8,4910.1,5232.0,251136.0,48.0,13.7937,0.976,0.0251,838.0,17829.9515,1775.97,-1775.9715,80.0,80.0,-0.021,3.3637,High,Review safety-stock buffer,Supplier Disruption,812.0,3777.0,5232.0,15.0,0.997,0.0041,758.0,10.43,16053.98,0.0,0.0,0.0438,0.1062,Low,Reduce order quantity,17829.95,16053.98,758.0,0.997,812.0,5232.0,10.43,0.1055,0.1106,0.0,0.0,0.25,0.2503,Moderate exposure,1775.9714999999997,0.1,893.2,81.0,5755.200000000001,523.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 80 units, while modeled cost increases by ₹1,776. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 81 additional units.",Medium,0.1411329894869092,0.214,3
P01727,Personal Care,Trending,Low,Supplier,1.2,0.38,0.125,798.6,4057.2,16867.2,269875.2,20.0,22.5683,0.9841,0.0168,1681.0,30549.4776,1431.63,-1431.6276,347.0,347.0,-0.01,-2.0517,Severe,Review safety-stock buffer,Demand Surge,726.0,3381.0,14056.0,45.0,0.9941,0.0068,1334.0,24.62,29117.85,0.125,0.38,0.0286,0.1285,Low,Increase order quantity,30549.48,29117.85,1334.0,0.9941,726.0,14056.0,24.62,0.2601,0.0492,0.0475,0.0363,0.25,0.2154,Moderate exposure,1431.6275999999998,0.1,798.6,73.0,15461.6,1406.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 347 units, while modeled cost increases by ₹1,432. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 73 additional units.",Medium,0.2035798581774728,0.2138,2
P01180,Personal Care,Trending,Low,Supplier,1.0,0.0,0.0,527.85,2779.4,5927.0,142248.0,24.0,22.2312,0.9734,0.0306,898.0,17073.2383,1700.6,-1700.5983,85.0,85.0,-0.021,5.4212,High,Review safety-stock buffer,Supplier Disruption,459.0,2138.0,5927.0,30.0,0.9944,0.0096,813.0,16.81,15372.64,0.0,0.0,0.025,0.108,Low,Maintain policy,17073.24,15372.64,813.0,0.9944,459.0,5927.0,16.81,0.1046,0.1106,0.0,0.0,0.25,0.2502,Moderate exposure,1700.5983000000015,0.1,504.90000000000003,46.0,6519.700000000001,593.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 85 units, while modeled cost increases by ₹1,701. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 46 additional units.",Medium,0.140563012739633,0.2138,3
P01877,Personal Care,Seasonal,Low,Supplier,1.0,0.572,0.1625,701.5,4286.1,11515.0,184240.0,16.0,33.5783,0.9771,0.0237,385.0,18743.0519,1866.92,-1866.9219,37.0,37.0,-0.021,8.1883,High,Review safety-stock buffer,Supplier Disruption,610.0,3297.0,11515.0,45.0,0.9981,0.0027,348.0,25.39,16876.13,0.125,0.44,0.2836,0.2139,Medium,Immediate intervention,18743.05,16876.13,348.0,0.9981,610.0,11515.0,25.39,0.1063,0.1106,0.055,0.0421,0.25,0.247,Moderate exposure,1866.9218999999975,0.1,671.0,61.0,12666.500000000002,1152.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 37 units, while modeled cost increases by ₹1,867. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 61 additional units.",Medium,0.1319717401550359,0.2137,3
P00293,Accessories,Stable,Low,Demand Volatility,1.0,0.156,0.1083,349.6,2177.5,5483.0,131592.0,24.0,21.8609,0.973,0.0306,888.0,16308.5286,1624.43,-1624.4286,84.0,84.0,-0.021,5.3309,High,Review safety-stock buffer,Supplier Disruption,304.0,1675.0,5483.0,30.0,0.994,0.0096,804.0,16.53,14684.1,0.0833,0.12,0.0258,0.123,Low,Maintain policy,16308.53,14684.1,804.0,0.994,304.0,5483.0,16.53,0.1045,0.1106,0.009996,0.0076,0.25,0.2496,Moderate exposure,1624.4285999999993,0.1,334.40000000000003,30.0,6031.3,548.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 84 units, while modeled cost increases by ₹1,624. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 30 additional units.",Medium,0.1383743563943092,0.2136,3
P01383,Accessories,Trending,Low,Supplier,1.0,0.325,0.1625,455.4,2368.6,7548.0,120768.0,16.0,31.6739,0.9737,0.0292,720.0,16607.109,1654.17,-1654.169,68.0,68.0,-0.021,7.7239,High,Review safety-stock buffer,Supplier Disruption,396.0,1822.0,7548.0,45.0,0.9947,0.0082,652.0,23.95,14952.94,0.125,0.25,0.0775,0.1248,Medium,Increase order quantity,16607.11,14952.94,652.0,0.9947,396.0,7548.0,23.95,0.1043,0.1106,0.03125,0.0239,0.25,0.2484,Moderate exposure,1654.1689999999999,0.1,435.6,40.0,8302.800000000001,755.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 68 units, while modeled cost increases by ₹1,654. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 40 additional units.",Medium,0.1348620107928425,0.2135,3
P01729,Accessories,Volatile,Low,Supplier,1.0,0.572,0.1625,760.15,4638.4,8720.0,139520.0,16.0,35.3636,0.9757,0.0265,518.0,17162.0994,1709.45,-1709.4494,49.0,49.0,-0.021,8.6236,High,Review safety-stock buffer,Supplier Disruption,661.0,3568.0,8720.0,45.0,0.9967,0.0055,469.0,26.74,15452.65,0.125,0.44,0.2092,0.1782,Medium,Immediate intervention,17162.1,15452.65,469.0,0.9967,661.0,8720.0,26.74,0.1045,0.1106,0.055,0.0421,0.25,0.2471,Moderate exposure,1709.4493999999995,0.1,727.1,66.0,9592.0,872.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 49 units, while modeled cost increases by ₹1,709. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 66 additional units.",Medium,0.1311949057786215,0.2135,3
P00094,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.806,0.4062,300.15,1831.7,4919.0,78704.0,16.0,33.4725,0.9759,0.0265,271.0,9310.3138,927.36,-927.3638,26.0,26.0,-0.021,8.1625,High,Review safety-stock buffer,Supplier Disruption,261.0,1409.0,4919.0,45.0,0.9969,0.0055,245.0,25.31,8382.95,0.3125,0.62,0.1385,0.1498,Medium,Increase order quantity,9310.31,8382.95,245.0,0.9969,261.0,4919.0,25.31,0.1061,0.1106,0.19375,0.1482,0.25,0.2411,Moderate exposure,927.3637999999992,0.1,287.1,26.0,5410.900000000001,492.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 26 units, while modeled cost increases by ₹927. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 26 additional units.",Medium,0.1053302255643318,0.2134,3
P00582,Accessories,Volatile,Low,Supplier,1.0,0.156,0.0812,554.3,3374.8,6343.0,101488.0,16.0,34.4908,0.9716,0.0306,836.0,17015.9745,1694.89,-1694.8945,79.0,79.0,-0.021,8.4108,High,Review safety-stock buffer,Supplier Disruption,482.0,2596.0,6343.0,45.0,0.9926,0.0096,757.0,26.08,15321.08,0.0625,0.12,0.0256,0.1281,Low,Increase order quantity,17015.97,15321.08,757.0,0.9926,482.0,6343.0,26.08,0.1044,0.1106,0.0075,0.0057,0.25,0.2495,Moderate exposure,1694.8945000000003,0.1,530.2,48.0,6977.3,634.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 79 units, while modeled cost increases by ₹1,695. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 48 additional units.",Medium,0.1388204920062143,0.2134,3
P01454,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.078,0.0812,702.65,4287.4,11516.0,184256.0,16.0,33.5386,0.9763,0.0251,561.0,20503.6035,2042.28,-2042.2835,53.0,53.0,-0.021,8.1786,High,Review safety-stock buffer,Supplier Disruption,611.0,3298.0,11516.0,45.0,0.9973,0.0041,508.0,25.36,18461.32,0.0625,0.06,0.0878,0.1344,Medium,Increase order quantity,20503.6,18461.32,508.0,0.9973,611.0,11516.0,25.36,0.1043,0.1106,0.00375,0.0029,0.25,0.249,Moderate exposure,2042.2835000000014,0.1,672.1,61.0,12667.6,1152.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 53 units, while modeled cost increases by ₹2,042. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 61 additional units.",Medium,0.1406600612515587,0.2134,3
P01531,Home Appliances,Volatile,Low,Supplier,1.0,1.378,0.4062,20.7,124.8,235.0,3760.0,16.0,33.9221,0.9661,0.0333,54.0,1285.9149,128.08,-128.0849,5.0,5.0,-0.021,8.2721,High,Review safety-stock buffer,Supplier Disruption,18.0,96.0,235.0,45.0,0.9871,0.0123,49.0,25.65,1157.83,0.3125,1.06,0.1066,0.1278,Medium,Increase order quantity,1285.91,1157.83,49.0,0.9871,18.0,235.0,25.65,0.102,0.1106,0.33125000000000004,0.2533,0.25,0.2352,Moderate exposure,128.08490000000006,0.1,19.8,2.0,258.5,24.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 5 units, while modeled cost increases by ₹128. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 2 additional units.",Medium,0.0795645131156733,0.2133,3
P01807,Office Supplies,Trending,Low,Demand Volatility,1.2,0.21,0.125,1189.1,6024.0,16683.6,400406.4,29.0,15.9775,0.986,0.0155,1704.0,31765.231,1488.6,-1488.601,352.0,352.0,-0.01,-1.4525,Severe,Review safety-stock buffer,Demand Surge,1081.0,5020.0,13903.0,30.0,0.996,0.0055,1352.0,17.43,30276.63,0.125,0.21,0.027,0.1278,Low,Maintain policy,31765.23,30276.63,1352.0,0.996,1081.0,13903.0,17.43,0.2604,0.0492,0.02625,0.0201,0.25,0.2156,Moderate exposure,1488.6009999999987,0.1,1189.1000000000001,108.0,15293.300000000001,1390.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 352 units, while modeled cost increases by ₹1,489. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 108 additional units.",Medium,0.2063497940514972,0.2131,2
P00035,Accessories,Volatile,Low,Demand Volatility,1.0,1.222,0.325,573.85,3503.5,6587.0,105392.0,16.0,34.9669,0.979,0.021,0.0,9040.8984,900.53,-900.5284,0.0,0.0,-0.021,8.5269,Low,Monitor scenario exposure,Supplier Disruption,499.0,2695.0,6587.0,45.0,1.0,0.0,0.0,26.44,8140.37,0.25,0.94,0.0929,0.1401,Medium,Increase order quantity,9040.9,8140.37,0.0,1.0,499.0,6587.0,26.44,0.0,0.1106,0.235,0.1797,0.25,0.2385,Moderate exposure,900.5284000000001,0.1,548.9000000000001,50.0,7245.700000000001,659.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹901. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Monitor scenario exposure. Stress-adjusted safety stock requires approximately 50 additional units.",Medium,0.0977258287632598,0.2129,3
P00878,Office Supplies,Stable,Low,Demand Volatility,1.0,0.156,0.1083,947.6,5946.2,14999.0,359976.0,24.0,22.7867,0.9783,0.0224,296.0,22772.4327,2268.27,-2268.2727,28.0,28.0,-0.021,5.5567,High,Review safety-stock buffer,Supplier Disruption,824.0,4574.0,14999.0,30.0,0.9993,0.0014,268.0,17.23,20504.16,0.0833,0.12,0.1923,0.1726,Medium,Immediate intervention,22772.43,20504.16,268.0,0.9993,824.0,14999.0,17.23,0.1045,0.1106,0.009996,0.0076,0.25,0.2478,Moderate exposure,2268.2727000000014,0.1,906.4000000000001,82.0,16498.9,1500.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 28 units, while modeled cost increases by ₹2,268. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 82 additional units.",Medium,0.139702402303946,0.2128,3
P01278,Accessories,Stable,Low,Demand Volatility,1.0,0.0,0.0,368.0,2291.9,5770.0,138480.0,24.0,22.3238,0.9734,0.0278,872.0,16643.0821,1657.75,-1657.7521,83.0,83.0,-0.021,5.4438,High,Review safety-stock buffer,Supplier Disruption,320.0,1763.0,5770.0,30.0,0.9944,0.0068,789.0,16.88,14985.33,0.0,0.0,0.025,0.1142,Low,Maintain policy,16643.08,14985.33,789.0,0.9944,320.0,5770.0,16.88,0.1052,0.1106,0.0,0.0,0.25,0.2492,Moderate exposure,1657.7520999999997,0.1,352.0,32.0,6347.000000000001,577.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 83 units, while modeled cost increases by ₹1,658. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 32 additional units.",Medium,0.1389488818808314,0.2127,3
P01623,Personal Care,Seasonal,Low,Supplier,1.2,0.0,0.0,787.6,4645.2,16227.6,259641.6,20.0,21.8442,0.9835,0.0223,1794.0,30386.6994,1424.0,-1423.9994,370.0,370.0,-0.01,-1.9858,Severe,Review safety-stock buffer,Demand Surge,716.0,3871.0,13523.0,45.0,0.9935,0.0123,1424.0,23.83,28962.7,0.0,0.0,0.164,0.1658,Medium,Immediate intervention,30386.7,28962.7,1424.0,0.9935,716.0,13523.0,23.83,0.2598,0.0492,0.0,0.0,0.25,0.2164,Moderate exposure,1423.9994000000006,0.1,787.6,72.0,14875.300000000001,1352.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 370 units, while modeled cost increases by ₹1,424. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 72 additional units.",Medium,0.2095152384487699,0.2125,2
P00606,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.897,0.325,243.8,1485.9,3989.0,63824.0,16.0,31.8722,0.9737,0.0292,377.0,8977.5595,894.22,-894.2195,36.0,36.0,-0.021,7.7722,High,Review safety-stock buffer,Supplier Disruption,212.0,1143.0,3989.0,45.0,0.9947,0.0082,341.0,24.1,8083.34,0.25,0.69,0.097,0.1325,Medium,Increase order quantity,8977.56,8083.34,341.0,0.9947,212.0,3989.0,24.1,0.1056,0.1106,0.1725,0.1319,0.25,0.241,Moderate exposure,894.2194999999992,0.1,233.20000000000002,21.0,4387.900000000001,399.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 36 units, while modeled cost increases by ₹894. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 21 additional units.",Medium,0.107158090949006,0.2123,3
P00273,Accessories,Volatile,Low,Supplier,1.2,0.38,0.125,944.9,5569.2,9076.8,217843.2,29.0,16.9217,0.9825,0.0196,1744.0,24914.9595,1167.58,-1167.5795,360.0,360.0,-0.01,-1.5383,Severe,Review safety-stock buffer,Demand Surge,859.0,4641.0,7564.0,30.0,0.9925,0.0096,1384.0,18.46,23747.38,0.125,0.38,0.0286,0.1427,Low,Maintain policy,24914.96,23747.38,1384.0,0.9925,859.0,7564.0,18.46,0.2601,0.0492,0.0475,0.0363,0.25,0.2141,Moderate exposure,1167.5794999999998,0.1,944.9000000000001,86.0,8320.400000000001,756.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 360 units, while modeled cost increases by ₹1,168. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 86 additional units.",Medium,0.2003799006677,0.2122,2
P00597,Office Supplies,Trending,Low,Supplier,1.2,0.12,0.0625,1426.7,7231.2,30040.8,480652.8,20.0,23.0175,0.987,0.0141,1540.0,42557.5364,1994.36,-1994.3564,318.0,318.0,-0.01,-2.0925,Severe,Review safety-stock buffer,Demand Surge,1297.0,6026.0,25034.0,45.0,0.997,0.0041,1222.0,25.11,40563.18,0.0625,0.12,0.0256,0.105,Low,Increase order quantity,42557.54,40563.18,1222.0,0.997,1297.0,25034.0,25.11,0.2602,0.0492,0.0075,0.0057,0.25,0.2148,Moderate exposure,1994.356399999997,0.1,1426.7,130.0,27537.4,2503.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 318 units, while modeled cost increases by ₹1,994. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 130 additional units.",Medium,0.210054475587593,0.2122,2
P01323,Accessories,Volatile,Low,Supplier,1.0,0.65,0.2167,249.55,1517.1,1899.0,45576.0,24.0,24.215,0.9637,0.0402,779.0,11070.9099,1102.73,-1102.7299,74.0,74.0,-0.021,5.905,High,Review safety-stock buffer,Supplier Disruption,217.0,1167.0,1899.0,30.0,0.9847,0.0192,705.0,18.31,9968.18,0.1667,0.5,0.0314,0.1535,Low,Maintain policy,11070.91,9968.18,705.0,0.9847,217.0,1899.0,18.31,0.105,0.1106,0.08335,0.0637,0.25,0.2453,Moderate exposure,1102.7299000000003,0.1,238.70000000000002,22.0,2088.9,190.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 74 units, while modeled cost increases by ₹1,103. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 22 additional units.",Medium,0.1225444151078717,0.2122,3
P01569,Personal Care,Seasonal,Low,Demand Volatility,1.0,0.325,0.2708,325.45,1990.3,3567.0,85608.0,24.0,22.7867,0.9707,0.0306,797.0,13223.4233,1317.13,-1317.1333,76.0,76.0,-0.021,5.5567,High,Review safety-stock buffer,Supplier Disruption,283.0,1531.0,3567.0,30.0,0.9917,0.0096,721.0,17.23,11906.29,0.2083,0.25,0.0667,0.1164,Medium,Maintain policy,13223.42,11906.29,721.0,0.9917,283.0,3567.0,17.23,0.1054,0.1106,0.052075,0.0398,0.25,0.2465,Moderate exposure,1317.1332999999995,0.1,311.3,28.0,3923.7000000000003,357.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 76 units, while modeled cost increases by ₹1,317. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 28 additional units.",Medium,0.1284879813851502,0.2122,3
P01853,Accessories,Volatile,Low,Supplier,1.2,0.62,0.125,762.3,4483.2,10954.8,175276.8,20.0,23.5583,0.9812,0.0196,1646.0,25061.5701,1174.45,-1174.4501,340.0,340.0,-0.01,-2.1417,Severe,Review safety-stock buffer,Demand Surge,693.0,3736.0,9129.0,45.0,0.9912,0.0096,1306.0,25.7,23887.12,0.125,0.62,0.0309,0.1193,Low,Increase order quantity,25061.57,23887.12,1306.0,0.9912,693.0,9129.0,25.7,0.2603,0.0492,0.0775,0.0593,0.25,0.2123,Moderate exposure,1174.4501000000018,0.1,762.3000000000001,69.0,10041.900000000001,913.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 340 units, while modeled cost increases by ₹1,174. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 69 additional units.",Medium,0.1952246910440974,0.212,2
P00825,Personal Care,Seasonal,Low,Supplier,1.0,0.364,0.1383,248.4,1514.5,1355.0,63685.0,47.0,13.6614,0.966,0.0388,948.0,12906.9507,1285.61,-1285.6107,90.0,90.0,-0.021,3.3314,High,Review safety-stock buffer,Supplier Disruption,216.0,1165.0,1355.0,15.0,0.987,0.0178,858.0,10.33,11621.34,0.1064,0.28,0.0273,0.1449,Low,Reduce order quantity,12906.95,11621.34,858.0,0.987,216.0,1355.0,10.33,0.1049,0.1106,0.029792000000000003,0.0228,0.25,0.2472,Moderate exposure,1285.6106999999993,0.1,237.60000000000002,22.0,1490.5000000000002,136.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 90 units, while modeled cost increases by ₹1,286. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 22 additional units.",Medium,0.1314224915209806,0.2118,3
P00081,Accessories,Trending,Low,Demand Volatility,1.0,0.494,0.2167,276.0,1439.1,3059.0,73416.0,24.0,21.9535,0.9695,0.0333,782.0,12288.5658,1224.02,-1224.0158,74.0,74.0,-0.021,5.3535,High,Review safety-stock buffer,Supplier Disruption,240.0,1107.0,3059.0,30.0,0.9905,0.0123,708.0,16.6,11064.55,0.1667,0.38,0.0298,0.136,Low,Maintain policy,12288.57,11064.55,708.0,0.9905,240.0,3059.0,16.6,0.1045,0.1106,0.063346,0.0484,0.25,0.2456,Moderate exposure,1224.015800000001,0.1,264.0,24.0,3364.9,306.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 74 units, while modeled cost increases by ₹1,224. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 24 additional units.",Medium,0.125605198748674,0.2117,3
