product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank
P01638,Electronics,Stable,Low,Demand Volatility,0.95,30,17,73,226,0.9916,0.0082,46,17.22,1319.37,0.9,13.0,69.0,339.0,45.0,0.9969,0.0041,17.0,24.09,932.82,16.0,5424.0,0.0625,0.06,29.0,-386.56,386.56,6.87,0.0053,-4.0,Increase order quantity to reduce ordering frequency,0.0053,0.6304,0.399,113.0,0.5,-0.2353,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by demand variability and forecast uncertainty.,0.0509,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1022,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 29 units while reducing modeled cost by $387. Fill rate changes by +0.53%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01683,Personal Care,Stable,Low,Supplier,0.95,30,170,770,2400,0.9957,0.0082,251,16.86,5807.82,0.9,132.0,732.0,3600.0,45.0,0.9985,0.0027,85.0,24.57,5181.68,16.0,57600.0,0.0625,0.06,166.0,-626.14,626.14,7.71,0.0028,-38.0,Increase order quantity to reduce ordering frequency,0.0028,0.6614,0.4573,1200.0,0.5,-0.2235,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0509,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1099,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 166 units while reducing modeled cost by $626. Fill rate changes by +0.28%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00170,Personal Care,Trending,Low,Supplier,0.95,30,618,2379,6217,0.9923,0.0096,1165,17.12,19346.42,0.9,482.0,2243.0,3108.0,15.0,0.993,0.0082,1061.0,10.62,16210.63,48.0,149184.0,0.0417,0.08,104.0,-3135.79,3135.79,-6.5,0.0007,-136.0,Reduce order quantity and increase ordering frequency,0.0007,0.0893,-0.3797,-3109.0,-0.5001,-0.2201,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0055,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0505,P3 - Low Impact,Reduce order quantity,Cost saving + service improvement,1,0.1063,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 104 units while reducing modeled cost by $3,136. Fill rate changes by +0.07%.",Lower cost with improved service,LOW PRIORITY: Reduce order quantity. Monitor performance before intervention.,4
P01355,Personal Care,Stable,Low,Demand Volatility,0.95,30,492,2230,6951,0.9953,0.0068,802,16.59,16308.94,0.9,383.0,2121.0,10426.0,45.0,0.9967,0.0055,559.0,23.92,17074.65,16.0,166816.0,0.125,0.19,243.0,765.71,-765.71,7.33,0.0014,-109.0,Increase order quantity to reduce ordering frequency,0.0014,0.303,0.4418,3475.0,0.4999,-0.2215,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0391,Low risk driven primarily by demand variability and forecast uncertainty.,0.0504,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1175,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 243 units. Modeled cost impact is $-766.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01540,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,112,497,1101,0.9919,0.0096,216,18.1,4088.3,0.9,88.0,473.0,1651.0,45.0,0.9948,0.0068,140.0,24.29,3582.13,16.0,26416.0,0.125,0.31,76.0,-506.16,506.16,6.19,0.0028,-24.0,Increase order quantity to reduce ordering frequency,0.0028,0.3519,0.342,550.0,0.4995,-0.2143,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0638,Low risk driven primarily by demand variability and forecast uncertainty.,0.0502,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1106,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 76 units while reducing modeled cost by $506. Fill rate changes by +0.28%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00404,Accessories,Trending,Low,Supplier,0.95,30,368,1408,3672,0.9916,0.0096,753,17.68,12456.55,0.9,287.0,1327.0,3672.0,30.0,0.9933,0.0096,602.0,16.81,10733.97,24.0,88128.0,0.0,0.0,151.0,-1722.58,1722.58,-0.87,0.0017,-81.0,Maintain current inventory policy,0.0017,0.2005,-0.0492,0.0,0.0,-0.2201,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0501,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1084,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 151 units while reducing modeled cost by $1,723. Fill rate changes by +0.17%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00504,Accessories,Trending,Low,Demand Volatility,0.95,30,968,3697,9630,0.9934,0.0082,1555,18.13,27790.68,0.9,754.0,3483.0,4815.0,15.0,0.9935,0.0082,1525.0,10.9,23450.8,48.0,231120.0,0.0625,0.15,30.0,-4339.88,4339.88,-7.23,0.0001,-214.0,Reduce order quantity and increase ordering frequency,0.0001,0.0193,-0.3988,-4815.0,-0.5,-0.2211,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0154,Low risk driven primarily by demand variability and forecast uncertainty.,0.0501,P3 - Low Impact,Reduce order quantity,Cost saving + service improvement,1,0.1032,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 30 units while reducing modeled cost by $4,340. Fill rate changes by +0.01%.",Lower cost with improved service,LOW PRIORITY: Reduce order quantity. Monitor performance before intervention.,4
P01670,Accessories,Trending,Low,Demand Volatility,0.95,30,494,1885,4910,0.9969,0.0027,372,19.26,10626.11,0.9,385.0,1776.0,7366.0,45.0,0.9982,0.0041,214.0,25.48,10880.88,16.0,117856.0,0.1875,0.31,158.0,254.78,-254.78,6.22,0.0013,-109.0,Increase order quantity to reduce ordering frequency,0.0013,0.4247,0.3229,2456.0,0.5002,-0.2206,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0957,Low risk driven primarily by demand variability and forecast uncertainty.,0.0501,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1184,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 158 units. Modeled cost impact is $-255.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01546,Personal Care,Stable,Low,Demand Volatility,0.95,30,566,2570,8014,0.9976,0.0027,473,17.14,14488.05,0.9,441.0,2445.0,12022.0,45.0,0.9987,0.0041,244.0,24.26,15802.14,16.0,192352.0,0.125,0.25,229.0,1314.09,-1314.09,7.12,0.0012,-125.0,Increase order quantity to reduce ordering frequency,0.0012,0.4841,0.4154,4008.0,0.5001,-0.2208,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0514,Low risk driven primarily by demand variability and forecast uncertainty.,0.0499,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1179,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 229 units. Modeled cost impact is $-1,314.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01904,Electronics,Volatile,Low,Demand Volatility,0.95,30,40,175,269,0.9899,0.011,66,19.34,1607.43,0.9,31.0,166.0,404.0,45.0,0.9931,0.0096,45.0,25.37,1305.73,16.0,6464.0,0.125,0.44,21.0,-301.69,301.69,6.03,0.0032,-9.0,Increase order quantity to reduce ordering frequency,0.0032,0.3182,0.3118,135.0,0.5019,-0.225,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0905,Low risk driven primarily by demand variability and forecast uncertainty.,0.0499,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1102,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 21 units while reducing modeled cost by $302. Fill rate changes by +0.32%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01009,Electronics,Stable,Low,Demand Volatility,0.95,30,50,221,682,0.9943,0.0082,95,17.56,2348.43,0.9,39.0,210.0,1023.0,45.0,0.9983,0.0041,28.0,24.47,1792.63,16.0,16368.0,0.0625,0.12,67.0,-555.79,555.79,6.91,0.004,-11.0,Increase order quantity to reduce ordering frequency,0.004,0.7053,0.3935,341.0,0.5,-0.22,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by demand variability and forecast uncertainty.,0.0496,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.105,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 67 units while reducing modeled cost by $556. Fill rate changes by +0.40%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01075,Accessories,Volatile,Low,Demand Volatility,0.95,30,406,1800,2788,0.9933,0.0068,452,18.72,8600.29,0.9,316.0,1710.0,4183.0,45.0,0.9951,0.0041,333.0,25.66,8499.99,16.0,66928.0,0.125,0.44,119.0,-100.31,100.31,6.94,0.0018,-90.0,Increase order quantity to reduce ordering frequency,0.0018,0.2633,0.3707,1395.0,0.5004,-0.2217,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0905,Low risk driven primarily by demand variability and forecast uncertainty.,0.0496,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1157,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 119 units while reducing modeled cost by $100. Fill rate changes by +0.18%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00142,Home Appliances,Stable,Low,Demand Volatility,0.95,30,35,158,490,0.9952,0.0055,57,17.26,1734.27,0.9,28.0,151.0,735.0,45.0,0.9997,0.0014,4.0,23.68,1213.85,16.0,11760.0,0.0625,0.06,53.0,-520.42,520.42,6.41,0.0044,-7.0,Increase order quantity to reduce ordering frequency,0.0044,0.9298,0.3714,245.0,0.5,-0.2,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by demand variability and forecast uncertainty.,0.0495,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1036,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 53 units while reducing modeled cost by $520. Fill rate changes by +0.44%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00257,Accessories,Stable,Low,Demand Volatility,0.95,30,329,1489,4640,0.9973,0.0041,306,17.45,9059.48,0.9,256.0,1416.0,6960.0,45.0,0.9992,0.0014,93.0,24.78,8996.37,16.0,111360.0,0.125,0.12,213.0,-63.12,63.12,7.33,0.0019,-73.0,Increase order quantity to reduce ordering frequency,0.0019,0.6961,0.4201,2320.0,0.5,-0.2219,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0247,Low risk driven primarily by demand variability and forecast uncertainty.,0.0494,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1143,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 213 units while reducing modeled cost by $63. Fill rate changes by +0.19%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00535,Office Supplies,Trending,Low,Supplier,0.95,30,164,629,1642,0.995,0.0055,198,17.85,4533.87,0.9,128.0,593.0,2463.0,45.0,0.998,0.0027,78.0,24.68,3881.59,16.0,39408.0,0.0625,0.12,120.0,-652.28,652.28,6.83,0.003,-36.0,Increase order quantity to reduce ordering frequency,0.003,0.6061,0.3826,821.0,0.5,-0.2195,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0494,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1079,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 120 units while reducing modeled cost by $652. Fill rate changes by +0.30%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00387,Home Appliances,Seasonal,Low,Supplier,0.95,30,45,197,435,0.9928,0.0082,76,18.41,1894.35,0.9,35.0,187.0,653.0,45.0,0.9957,0.0055,46.0,25.46,1598.78,16.0,10448.0,0.1875,0.31,30.0,-295.57,295.57,7.04,0.0028,-10.0,Increase order quantity to reduce ordering frequency,0.0028,0.3947,0.3824,218.0,0.5011,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0957,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0493,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1112,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 30 units while reducing modeled cost by $296. Fill rate changes by +0.28%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00453,Home Appliances,Stable,Low,Demand Volatility,0.95,30,46,208,647,0.9951,0.0055,77,16.89,2099.13,0.9,36.0,198.0,971.0,45.0,0.9987,0.0027,21.0,24.94,1686.62,16.0,15536.0,0.125,0.19,56.0,-412.51,412.51,8.05,0.0036,-10.0,Increase order quantity to reduce ordering frequency,0.0036,0.7273,0.4766,324.0,0.5008,-0.2174,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0391,Low risk driven primarily by demand variability and forecast uncertainty.,0.0492,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.107,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 56 units while reducing modeled cost by $413. Fill rate changes by +0.36%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00293,Accessories,Stable,Low,Demand Volatility,0.95,30,390,1761,5483,0.998,0.0027,267,17.38,9621.57,0.9,304.0,1675.0,5483.0,30.0,0.9992,0.0027,102.0,17.14,7885.83,24.0,131592.0,0.0,0.0,165.0,-1735.74,1735.74,-0.23,0.0012,-86.0,Maintain current inventory policy,0.0012,0.618,-0.0132,0.0,0.0,-0.2205,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0491,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1092,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 165 units while reducing modeled cost by $1,736. Fill rate changes by +0.12%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00916,Home Appliances,Volatile,Low,Supplier,0.95,30,13,59,92,0.9866,0.0151,30,20.34,1024.35,0.9,11.0,57.0,138.0,45.0,0.9915,0.0082,19.0,26.63,752.84,16.0,2208.0,0.0625,0.19,11.0,-271.51,271.51,6.29,0.0049,-2.0,Increase order quantity to reduce ordering frequency,0.0049,0.3667,0.3092,46.0,0.5,-0.1538,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0195,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0489,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1026,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 11 units while reducing modeled cost by $272. Fill rate changes by +0.49%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01064,Home Appliances,Seasonal,Low,Supplier,0.95,30,77,336,739,0.9891,0.0137,196,17.78,3436.12,0.9,60.0,319.0,739.0,30.0,0.9895,0.0123,188.0,17.54,3344.48,24.0,17736.0,0.2083,0.62,8.0,-91.63,91.63,-0.24,0.0004,-17.0,Maintain current inventory policy,0.0004,0.0408,-0.0135,0.0,0.0,-0.2208,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.2126,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0489,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1217,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 8 units while reducing modeled cost by $92. Fill rate changes by +0.04%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01392,Electronics,Trending,Low,Demand Volatility,0.95,30,21,79,204,0.9899,0.0123,50,18.2,1347.62,0.9,16.0,74.0,204.0,30.0,0.9948,0.0082,26.0,17.31,1095.57,24.0,4896.0,0.0833,0.12,24.0,-252.05,252.05,-0.89,0.0048,-5.0,Maintain current inventory policy,0.0048,0.48,-0.0489,0.0,0.0,-0.2381,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0165,Low risk driven primarily by demand variability and forecast uncertainty.,0.0489,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.103,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 24 units while reducing modeled cost by $252. Fill rate changes by +0.48%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P01666,Accessories,Trending,Low,Supplier,0.95,30,89,339,883,0.9856,0.0151,309,16.71,4673.48,0.9,69.0,319.0,1324.0,45.0,0.9895,0.0123,226.0,24.84,4121.91,16.0,21184.0,0.0,0.0,83.0,-551.57,551.57,8.13,0.0039,-20.0,Increase order quantity to reduce ordering frequency,0.0039,0.2686,0.4865,441.0,0.4994,-0.2247,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0489,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1046,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 83 units while reducing modeled cost by $552. Fill rate changes by +0.39%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00131,Home Appliances,Seasonal,Low,Demand Volatility,0.95,30,41,179,395,0.9895,0.0123,101,18.88,2106.87,0.9,32.0,170.0,592.0,45.0,0.991,0.0096,86.0,25.0,1918.03,16.0,9472.0,0.1875,0.5,15.0,-188.83,188.83,6.12,0.0016,-9.0,Increase order quantity to reduce ordering frequency,0.0016,0.1485,0.3242,197.0,0.4987,-0.2195,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1543,Low risk driven primarily by demand variability and forecast uncertainty.,0.0488,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1163,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 15 units while reducing modeled cost by $189. Fill rate changes by +0.16%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01036,Office Supplies,Trending,Low,Supplier,0.95,30,1262,4849,12659,0.9954,0.0041,1421,17.51,29583.26,0.9,983.0,4570.0,18988.0,45.0,0.9963,0.0055,1141.0,24.4,32403.9,16.0,303808.0,0.0625,0.19,280.0,2820.64,-2820.64,6.9,0.0009,-279.0,Increase order quantity to reduce ordering frequency,0.0009,0.197,0.3941,6329.0,0.5,-0.2211,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0195,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0488,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1176,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 280 units. Modeled cost impact is $-2,821.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P00229,Accessories,Volatile,Low,Supplier,0.95,30,1081,4793,7424,0.9863,0.0178,2469,17.39,33895.09,0.9,843.0,4555.0,7424.0,30.0,0.9869,0.0123,2358.0,18.44,33307.38,24.0,178176.0,0.125,0.54,111.0,-587.71,587.71,1.06,0.0006,-238.0,Maintain current inventory policy,0.0006,0.045,0.061,0.0,0.0,-0.2202,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1111,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0486,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1173,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 111 units while reducing modeled cost by $588. Fill rate changes by +0.06%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00861,Office Supplies,Stable,Low,Demand Volatility,0.95,30,420,1913,5973,0.9971,0.0055,415,17.26,11622.9,0.9,327.0,1820.0,5973.0,30.0,0.9982,0.0041,258.0,16.74,9845.07,24.0,143352.0,0.0417,0.04,157.0,-1777.83,1777.83,-0.52,0.0011,-93.0,Maintain current inventory policy,0.0011,0.3783,-0.0301,0.0,0.0,-0.2214,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0027,Low risk driven primarily by demand variability and forecast uncertainty.,0.0486,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.109,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 157 units while reducing modeled cost by $1,778. Fill rate changes by +0.11%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00047,Home Appliances,Volatile,Low,Supplier,0.95,30,131,578,894,0.9927,0.011,159,18.28,3279.21,0.9,102.0,549.0,1340.0,45.0,0.996,0.0055,86.0,25.62,2786.38,16.0,21440.0,0.0625,0.25,73.0,-492.83,492.83,7.34,0.0034,-29.0,Increase order quantity to reduce ordering frequency,0.0034,0.4591,0.4015,446.0,0.4989,-0.2214,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0257,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0485,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1066,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 73 units while reducing modeled cost by $493. Fill rate changes by +0.34%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01242,Office Supplies,Stable,Low,Supplier,0.95,30,551,2508,7830,0.9967,0.0055,631,16.95,15756.53,0.9,430.0,2387.0,11745.0,45.0,0.9979,0.0041,405.0,23.91,16929.56,16.0,187920.0,0.125,0.19,226.0,1173.03,-1173.03,6.96,0.0012,-121.0,Increase order quantity to reduce ordering frequency,0.0012,0.3582,0.4106,3915.0,0.5,-0.2196,Inventory increase,Moderate service improvement,Service improvement with additional cost,0.0391,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0485,P3 - Low Impact,Increase order quantity,Service improvement,1,0.1165,Medium,"Increase order quantity to reduce ordering frequency. The primary benefit is improved service, with expected lost-sales reduction of 226 units. Modeled cost impact is $-1,173.",Improved service at additional cost,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01636,Electronics,Seasonal,Low,Demand Volatility,0.95,30,45,197,436,0.9896,0.0137,110,17.88,2219.31,0.9,35.0,187.0,654.0,45.0,0.9911,0.011,94.0,25.02,2066.72,16.0,10464.0,0.1875,0.5,16.0,-152.59,152.59,7.14,0.0015,-10.0,Increase order quantity to reduce ordering frequency,0.0015,0.1455,0.3993,218.0,0.5,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1543,Low risk driven primarily by demand variability and forecast uncertainty.,0.0483,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1163,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 16 units while reducing modeled cost by $153. Fill rate changes by +0.15%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01111,Accessories,Stable,Low,Supplier,0.95,30,26,117,365,0.9956,0.0068,39,17.68,1420.67,0.9,20.0,111.0,548.0,45.0,1.0,0.0,0.0,25.04,1009.98,16.0,8768.0,0.0625,0.06,39.0,-410.69,410.69,7.36,0.0044,-6.0,Increase order quantity to reduce ordering frequency,0.0044,1.0,0.4163,183.0,0.5014,-0.2308,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.048,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1028,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 39 units while reducing modeled cost by $411. Fill rate changes by +0.44%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01635,Accessories,Stable,Low,Supplier,0.95,30,478,2160,6729,0.9981,0.0055,313,16.57,11164.77,0.9,372.0,2054.0,6729.0,30.0,0.9991,0.0014,147.0,16.85,9630.62,24.0,161496.0,0.0417,0.08,166.0,-1534.15,1534.15,0.28,0.001,-106.0,Maintain current inventory policy,0.001,0.5304,0.0169,0.0,0.0,-0.2218,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0055,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0479,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1098,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 166 units while reducing modeled cost by $1,534. Fill rate changes by +0.10%.",Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,4
P00355,Electronics,Stable,Low,Demand Volatility,0.95,30,27,120,371,0.9957,0.0068,39,17.77,1429.68,0.9,21.0,114.0,557.0,45.0,0.9999,0.0014,1.0,24.23,1009.59,16.0,8912.0,0.0625,0.12,38.0,-420.1,420.1,6.46,0.0042,-6.0,Increase order quantity to reduce ordering frequency,0.0042,0.9744,0.3635,186.0,0.5013,-0.2222,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0123,Low risk driven primarily by demand variability and forecast uncertainty.,0.0478,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1034,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 38 units while reducing modeled cost by $420. Fill rate changes by +0.42%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
P01213,Electronics,Stable,Low,Demand Volatility,0.95,30,31,139,431,0.9958,0.0041,44,17.59,1545.17,0.9,25.0,133.0,646.0,45.0,1.0,0.0,0.0,24.5,1103.46,16.0,10336.0,0.0625,0.06,44.0,-441.71,441.71,6.91,0.0042,-6.0,Increase order quantity to reduce ordering frequency,0.0042,1.0,0.3928,215.0,0.4988,-0.1935,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0062,Low risk driven primarily by demand variability and forecast uncertainty.,0.0477,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1031,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 44 units while reducing modeled cost by $442. Fill rate changes by +0.42%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,4
