action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
948,4,P4 - Routine,P01299,CarePlus Oral Care 01299,Personal Care,Seasonal,6.02,Low,88.0,High,39.91,Low,Forecast Accuracy,20.0,0,0.0005,0.7158,0.0,11.4242,3.53,2.7415,0.0,8.3333,9.7163,0.0,17.3538,0.9877,796132.896,11623.5403,559840.5,236292.396,0.0,5160.51,0,0.0,Monitor forecast accuracy and review model error drivers
949,4,P4 - Routine,P00120,DermaX Grooming 00120,Personal Care,Trending,6.02,Low,88.0,High,25.89,Low,Forecast Accuracy,20.0,0,0.0128,0.1762,0.0,10.652,3.92,2.7471,0.0,12.5,8.1496,0.0,18.1649,0.9862,391316.8938,5713.2266,336365.19,54951.7038,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
950,4,P4 - Routine,P01661,CarePlus Oral Care 01661,Personal Care,Seasonal,6.02,Low,88.0,High,17.15,Low,Forecast Accuracy,20.0,0,0.0792,0.5155,0.0,10.6091,3.66,2.4227,0.0,9.5833,9.9549,0.0,16.9837,0.9895,181732.3664,2671.4658,161683.6,20048.7664,0.0,79.0,0,0.0,Monitor forecast accuracy and review model error drivers
951,4,P4 - Routine,P00665,Apex TVs 00665,Electronics,Seasonal,6.01,Low,88.0,High,38.11,Low,Forecast Accuracy,20.0,0,0.082,0.3571,0.0,17.8487,3.74,1.9586,0.0,9.1667,11.8423,0.0,17.9746,0.99,679060.4992,9846.3772,481700.8,197359.6992,0.0,292.02,0,0.0,Monitor forecast accuracy and review model error drivers
952,4,P4 - Routine,P01281,Glow Haircare 01281,Personal Care,Trending,6.01,Low,88.0,High,17.43,Low,Forecast Accuracy,20.0,0,0.1734,1.4122,0.0,10.2195,2.69,1.5522,0.0,6.4583,8.3637,0.0,17.6385,0.9927,188609.3536,2753.6966,129591.04,59018.3136,0.0,3222.11,0,0.0,Monitor forecast accuracy and review model error drivers
953,4,P4 - Routine,P00023,Arctic Microwaves 00023,Home Appliances,Seasonal,6.0,Low,88.0,High,88.27,Very High,Forecast Accuracy,20.0,0,0.0678,0.0964,0.0,12.4755,3.85,1.9105,0.0,10.4167,11.4422,0.0,17.937,0.9905,5047021.1682,71667.7006,3547046.25,1499974.9182,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
954,4,P4 - Routine,P00731,Vertex Laptops 00731,Electronics,Trending,6.0,Low,88.0,High,42.55,Medium,Forecast Accuracy,20.0,0,0.1379,0.6745,0.0,17.6889,3.32,1.5493,0.0,8.9583,10.0918,0.0,18.0849,0.9927,753501.3552,10925.7697,570834.36,182666.9952,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
955,4,P4 - Routine,P01405,WriteWell Desk Accessories 01405,Office Supplies,Trending,6.0,Low,88.0,High,45.52,Medium,Forecast Accuracy,20.0,0,0.1165,0.8387,0.0,10.5883,2.94,0.6336,0.0,9.7917,8.521,0.0,17.7683,0.9978,636172.64,9160.886,319306.6,316866.04,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
956,4,P4 - Routine,P01561,Arctic Air Conditioners 01561,Home Appliances,Seasonal,6.0,Low,88.0,High,21.56,Low,Forecast Accuracy,20.0,0,0.1089,0.3929,0.0,11.8329,3.84,2.5369,0.0,8.5417,12.0007,0.0,18.6084,0.987,290150.96,4236.204,230801.9,59349.06,0.0,272.62,0,0.0,Monitor forecast accuracy and review model error drivers
957,4,P4 - Routine,P01478,PaperWorks Storage 01478,Office Supplies,Trending,5.99,Low,88.0,High,84.57,Very High,Forecast Accuracy,20.0,0,0.0098,0.092,0.0,10.6492,4.0,3.1549,0.0,11.6667,8.7015,0.0,17.4948,0.9863,5318429.5784,75521.7,4594801.98,723627.5984,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
958,4,P4 - Routine,P01420,UrbanGear Bags 01420,Accessories,Trending,5.99,Low,88.0,High,76.7,High,Forecast Accuracy,20.0,0,0.0496,0.0771,0.0,13.2309,3.65,1.133,0.0,12.5,9.5876,0.0,18.1533,0.9941,2680603.6872,38332.6327,1978544.94,702058.7472,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
959,4,P4 - Routine,P00678,HomePro Air Conditioners 00678,Home Appliances,Seasonal,5.99,Low,88.0,High,46.37,Medium,Forecast Accuracy,20.0,0,0.1,0.6745,0.0,11.2608,3.29,1.2895,0.0,8.3333,11.0399,0.0,18.3474,0.9953,730089.8723,10513.2942,512516.21,217573.6623,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
960,4,P4 - Routine,P00450,Zenith Smartphones 00450,Electronics,Trending,5.99,Low,88.0,High,40.14,Medium,Forecast Accuracy,20.0,0,0.012,0.2409,0.0,17.9747,3.5,0.7358,0.0,11.875,9.959,0.0,17.4428,0.9981,501690.904,7224.349,195246.08,306444.824,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
961,4,P4 - Routine,P01166,UrbanGear Mobile Accessories 01166,Accessories,Stable,5.98,Low,88.0,High,63.8,High,Forecast Accuracy,20.0,0,0.0065,0.5187,0.0,10.0978,3.11,0.8573,0.0,12.9167,6.1151,0.0,17.2788,0.9969,1272559.7056,18197.6038,685260.88,587298.8256,0.0,1620.5,0,0.0,Monitor forecast accuracy and review model error drivers
962,4,P4 - Routine,P01292,Apex Laptops 01292,Electronics,Seasonal,5.98,Low,88.0,High,54.08,Medium,Forecast Accuracy,20.0,0,0.1134,0.5902,0.0,18.2174,3.35,1.212,0.0,8.3333,11.5663,0.0,18.7336,0.9947,1049155.91,15002.9295,690666.9,358489.01,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
963,4,P4 - Routine,P00327,DermaX Skincare 00327,Personal Care,Seasonal,5.98,Low,88.0,High,34.64,Low,Forecast Accuracy,20.0,0,0.0754,0.3778,0.0,11.0851,3.53,1.4849,0.0,10.625,9.9217,0.0,17.729,0.9934,533590.3614,7683.7012,315505.08,218085.2814,0.0,12022.21,0,0.0,Monitor forecast accuracy and review model error drivers
964,4,P4 - Routine,P00750,CarePlus Skincare 00750,Personal Care,Seasonal,5.98,Low,88.0,High,20.2,Low,Forecast Accuracy,20.0,0,0.0594,0.2191,0.0,11.5236,3.48,0.5534,0.0,12.5,9.5957,0.0,18.6845,0.9972,171352.9997,2484.6185,82075.08,89277.9197,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
965,4,P4 - Routine,P00497,Glow Oral Care 00497,Personal Care,Trending,5.98,Low,88.0,High,11.25,Low,Forecast Accuracy,20.0,0,0.0585,0.1235,0.0,10.8267,3.65,1.2575,0.0,13.5417,8.2644,0.0,17.0579,0.9943,90510.9975,1321.4606,70131.6,20379.3975,0.0,5579.3,0,0.0,Monitor forecast accuracy and review model error drivers
966,4,P4 - Routine,P01808,Vertex Audio 01808,Electronics,Seasonal,5.97,Low,88.0,High,29.5,Low,Forecast Accuracy,20.0,0,0.1515,0.3571,0.0,19.8368,3.69,1.6211,0.0,8.5417,12.819,0.0,18.2403,0.992,413620.0512,5956.1287,258566.4,155053.6512,0.0,138.76,0,0.0,Monitor forecast accuracy and review model error drivers
967,4,P4 - Routine,P01508,DermaX Oral Care 01508,Personal Care,Seasonal,5.97,Low,88.0,High,9.69,Low,Forecast Accuracy,20.0,0,0.0497,0.012,0.0,11.763,3.85,1.4747,0.0,12.7083,9.9927,0.0,18.1561,0.9935,84161.0276,1228.751,52435.16,31725.8676,0.0,1463.71,0,0.0,Monitor forecast accuracy and review model error drivers
968,4,P4 - Routine,P00264,DermaX Skincare 00264,Personal Care,Seasonal,5.97,Low,88.0,High,4.57,Low,Forecast Accuracy,20.0,0,0.0173,1.1711,0.0,10.8936,2.78,0.771,0.0,7.0833,9.8793,0.0,17.4995,0.9964,34473.1896,503.3086,13970.7,20502.4896,0.0,11188.32,0,0.0,Monitor forecast accuracy and review model error drivers
969,4,P4 - Routine,P00982,OfficePro Desk Accessories 00982,Office Supplies,Trending,5.96,Low,88.0,High,50.57,Medium,Forecast Accuracy,20.0,0,0.0367,0.7972,0.0,11.7924,3.02,0.9686,0.0,9.375,8.8286,0.0,17.8129,0.9958,876049.956,12527.5144,631533.24,244516.716,0.0,20402.08,0,0.0,Monitor forecast accuracy and review model error drivers
970,4,P4 - Routine,P00787,DermaX Grooming 00787,Personal Care,Trending,5.96,Low,88.0,High,38.19,Low,Forecast Accuracy,20.0,0,0.1415,1.0861,0.0,10.2381,2.78,0.9868,0.0,8.3333,8.2292,0.0,18.3004,0.9956,570079.6692,8209.1472,348538.58,221541.0892,0.0,1240.71,0,0.0,Monitor forecast accuracy and review model error drivers
971,4,P4 - Routine,P01887,Vertex Smartphones 01887,Electronics,Seasonal,5.96,Low,88.0,High,21.59,Low,Forecast Accuracy,20.0,0,0.125,0.4286,0.0,18.2646,3.6,1.4937,0.0,8.3333,12.6486,0.0,18.6048,0.9919,241440.29,3476.7402,179480.5,61959.79,0.0,101.63,0,0.0,Monitor forecast accuracy and review model error drivers
972,4,P4 - Routine,P00776,Zenith Laptops 00776,Electronics,Seasonal,5.95,Low,88.0,High,98.97,Very High,Forecast Accuracy,20.0,0,0.0208,0.1927,0.0,18.3601,3.89,2.6646,0.0,8.9583,11.6193,0.0,18.1968,0.9871,14741217.854,206377.05,11210051.6,3531166.254,0.0,1361.82,0,0.0,Monitor forecast accuracy and review model error drivers
973,4,P4 - Routine,P00541,TechMate Mobile Accessories 00541,Accessories,Trending,5.95,Low,88.0,High,76.78,High,Forecast Accuracy,20.0,0,0.1474,0.5256,0.0,13.1186,3.34,1.5094,0.0,9.375,9.8737,0.0,17.9905,0.9931,2842850.461,40084.1915,2184375.05,658475.411,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
974,4,P4 - Routine,P00425,NovaTech Audio 00425,Electronics,Trending,5.95,Low,88.0,High,61.54,High,Forecast Accuracy,20.0,0,0.0323,0.0843,0.0,17.8819,3.52,0.4832,0.0,12.5,9.9914,0.0,18.414,0.9979,1112350.3142,15795.3745,520791.94,591558.3742,0.0,90.08,0,0.0,Monitor forecast accuracy and review model error drivers
975,4,P4 - Routine,P01173,DermaX Grooming 01173,Personal Care,Trending,5.95,Low,88.0,High,10.05,Low,Forecast Accuracy,20.0,0,0.1854,1.2003,0.0,10.7419,2.53,0.0,0.0,8.3333,8.5025,0.0,18.7145,1.0,40733.8176,590.6404,0.0,40733.8176,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
976,4,P4 - Routine,P00001,ComfortMax Microwaves 00001,Home Appliances,Seasonal,5.94,Low,88.0,High,84.99,Very High,Forecast Accuracy,20.0,0,0.0357,0.0,0.0,11.6621,4.03,2.6687,0.0,10.4167,11.1351,0.0,17.7312,0.987,4720851.0676,66091.9149,3917888.66,802962.4076,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
977,4,P4 - Routine,P01423,Zenith Laptops 01423,Electronics,Trending,5.94,Low,88.0,High,82.49,Very High,Forecast Accuracy,20.0,0,0.1728,0.9154,0.0,17.8951,3.1,1.9367,0.0,6.875,9.9138,0.0,17.6315,0.9916,3654088.2016,51157.2348,2849927.84,804160.3616,0.0,17.84,0,0.0,Monitor forecast accuracy and review model error drivers
978,4,P4 - Routine,P01471,Glow Skincare 01471,Personal Care,Trending,5.94,Low,88.0,High,8.44,Low,Forecast Accuracy,20.0,0,0.1704,0.9555,0.0,11.6834,2.93,1.1171,0.0,8.9583,8.334,0.0,17.8681,0.9943,68001.4755,979.2212,52560.9,15440.5755,0.0,1670.24,0,0.0,Monitor forecast accuracy and review model error drivers
979,4,P4 - Routine,P01077,HomePro Microwaves 01077,Home Appliances,Seasonal,5.93,Low,88.0,High,94.24,Very High,Forecast Accuracy,20.0,0,0.12,1.0599,0.0,11.232,3.3,3.3154,0.0,4.1667,11.1793,0.0,18.2599,0.9833,9820353.6816,137484.9515,7450951.2,2369402.4816,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
980,4,P4 - Routine,P00241,UrbanGear Mobile Accessories 00241,Accessories,Trending,5.93,Low,88.0,High,74.41,High,Forecast Accuracy,20.0,0,0.1161,0.8983,0.0,12.1101,2.77,0.2418,0.0,8.3333,9.6629,0.0,18.4302,0.999,1577504.1544,22242.8086,635069.79,942434.3644,0.0,4981.5,0,0.0,Monitor forecast accuracy and review model error drivers
981,4,P4 - Routine,P01018,PureLife Skincare 01018,Personal Care,Seasonal,5.93,Low,88.0,High,18.7,Low,Forecast Accuracy,20.0,0,0.091,0.5962,0.0,11.1533,3.54,2.5662,0.0,8.75,9.7477,0.0,18.0968,0.988,221259.7332,3164.0142,181556.54,39703.1932,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
982,4,P4 - Routine,P00328,CarePlus Grooming 00328,Personal Care,Seasonal,5.93,Low,88.0,High,9.16,Low,Forecast Accuracy,20.0,0,0.0272,0.0964,0.0,10.4022,3.68,1.1795,0.0,12.5,9.6955,0.0,18.2272,0.9951,70392.2208,1013.648,46048.64,24343.5808,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
983,4,P4 - Routine,P01137,TechMate Mobile Accessories 01137,Accessories,Trending,5.92,Low,88.0,High,91.61,Very High,Forecast Accuracy,20.0,0,0.2696,1.4171,0.0,13.1335,2.67,2.0342,0.0,4.1667,9.5963,0.0,18.4113,0.9892,7129537.2144,99100.5673,5516547.84,1612989.3744,0.0,8670.6,0,0.0,Monitor forecast accuracy and review model error drivers
984,4,P4 - Routine,P00370,Vertex Audio 00370,Electronics,Stable,5.92,Low,88.0,High,88.73,Very High,Forecast Accuracy,20.0,0,0.0853,0.1204,0.0,16.4853,3.48,0.9649,0.0,12.5,8.7893,0.0,17.4109,0.9958,3771313.4763,52798.3887,2451442.58,1319870.8963,0.0,479.28,0,0.0,Monitor forecast accuracy and review model error drivers
985,4,P4 - Routine,P01874,UrbanGear Chargers 01874,Accessories,Trending,5.92,Low,88.0,High,66.21,High,Forecast Accuracy,20.0,0,0.1902,0.9773,0.0,11.5478,2.95,1.4879,0.0,7.2917,9.3962,0.0,17.5404,0.9933,1992424.2624,28093.1821,1351883.52,640540.7424,0.0,1775.35,0,0.0,Monitor forecast accuracy and review model error drivers
986,4,P4 - Routine,P00379,UrbanGear Bags 00379,Accessories,Trending,5.92,Low,88.0,High,64.29,High,Forecast Accuracy,20.0,0,0.0514,0.6401,0.0,12.4013,3.28,1.7942,0.0,8.9583,9.3186,0.0,17.8959,0.9916,1896926.9514,26746.67,1595375.52,301551.4314,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
987,4,P4 - Routine,P00374,OfficePro Paper 00374,Office Supplies,Trending,5.92,Low,88.0,High,27.6,Low,Forecast Accuracy,20.0,0,0.2026,1.8357,0.0,11.1891,1.97,0.0,0.0,4.5833,8.557,0.0,17.9488,1.0,127138.8312,1818.0853,0.0,127138.8312,0.0,2305.22,0,0.0,Monitor forecast accuracy and review model error drivers
988,4,P4 - Routine,P00826,CarryPro Chargers 00826,Accessories,Trending,5.91,Low,88.0,High,97.24,Very High,Forecast Accuracy,20.0,0,0.1013,0.3006,0.0,12.7814,3.49,1.6572,0.0,10.2083,9.7201,0.0,17.8174,0.9916,9410436.6088,130805.0689,7932799.25,1477637.3588,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
989,4,P4 - Routine,P01484,Apex Laptops 01484,Electronics,Stable,5.91,Low,88.0,High,75.06,High,Forecast Accuracy,20.0,0,0.0919,1.4935,0.0,15.8982,2.37,0.8938,0.0,5.2083,8.7778,0.0,17.1475,0.9965,1974708.8932,27645.9245,1111816.08,862892.8132,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
990,4,P4 - Routine,P01388,Apex Smartphones 01388,Electronics,Trending,5.9,Low,88.0,High,82.06,Very High,Forecast Accuracy,20.0,0,0.2072,1.4574,0.0,17.3095,2.35,0.5047,0.0,4.7917,9.8662,0.0,18.0074,0.9977,2716105.356,37753.8644,1074165.96,1641939.396,0.0,39.64,0,0.0,Monitor forecast accuracy and review model error drivers
991,4,P4 - Routine,P00228,ComfortMax Microwaves 00228,Home Appliances,Volatile,5.9,Low,88.0,High,64.26,High,Forecast Accuracy,20.0,0,0.0874,0.3794,0.0,18.7433,3.47,1.1791,0.0,8.3333,12.4548,0.0,20.0951,0.9951,1700496.4557,23806.9504,881249.32,819247.1357,0.0,1359.45,0,0.0,Monitor forecast accuracy and review model error drivers
992,4,P4 - Routine,P00146,Apex Audio 00146,Electronics,Seasonal,5.9,Low,88.0,High,47.36,Medium,Forecast Accuracy,20.0,0,0.0319,0.3613,0.0,19.0832,3.69,2.2649,0.0,8.3333,11.7676,0.0,18.3249,0.9883,988960.4452,13944.3423,884430.96,104529.4852,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
993,4,P4 - Routine,P01677,Vertex Smartphones 01677,Electronics,Trending,5.89,Low,88.0,High,74.51,High,Forecast Accuracy,20.0,0,0.1226,0.3854,0.0,16.8784,3.49,1.8906,0.0,9.5833,9.8936,0.0,17.9861,0.9921,2471235.657,34350.1756,2151762.25,319473.407,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
994,4,P4 - Routine,P00359,TechMate Bags 00359,Accessories,Trending,5.89,Low,88.0,High,62.84,High,Forecast Accuracy,20.0,0,0.0515,0.0228,0.0,13.9221,3.52,0.5569,0.0,12.5,9.8635,0.0,18.3837,0.9985,1021376.3168,14299.2684,524740.02,496636.2968,0.0,22916.58,0,0.0,Monitor forecast accuracy and review model error drivers
995,4,P4 - Routine,P00881,Apex Smartphones 00881,Electronics,Seasonal,5.89,Low,88.0,High,36.84,Low,Forecast Accuracy,20.0,0,0.0233,0.0714,0.0,18.9047,3.97,2.3871,0.0,9.7917,11.903,0.0,17.3369,0.9898,646476.6018,9115.3201,462022.86,184453.7418,0.0,159.34,0,0.0,Monitor forecast accuracy and review model error drivers
996,4,P4 - Routine,P01032,PureLife Oral Care 01032,Personal Care,Seasonal,5.88,Low,88.0,High,15.41,Low,Forecast Accuracy,20.0,0,0.1093,0.7838,0.0,11.4034,3.24,1.9285,0.0,7.9167,9.8036,0.0,17.4513,0.9917,155109.5856,2202.5561,118090.32,37019.2656,0.0,2045.03,0,0.0,Monitor forecast accuracy and review model error drivers
997,4,P4 - Routine,P01111,CarryPro Bags 01111,Accessories,Stable,5.88,Low,88.0,High,16.65,Low,Forecast Accuracy,20.0,0,0.0751,1.2767,0.0,10.3415,2.58,1.3169,0.0,8.125,6.4745,0.0,16.4834,0.9951,133573.0539,1896.7374,105383.08,28189.9739,0.0,449.69,0,0.0,Monitor forecast accuracy and review model error drivers
998,4,P4 - Routine,P01252,DermaX Oral Care 01252,Personal Care,Seasonal,5.88,Low,88.0,High,15.12,Low,Forecast Accuracy,20.0,0,0.0301,0.7446,0.0,10.0889,3.13,1.2179,0.0,8.5417,9.8846,0.0,18.1039,0.9947,121541.794,1725.8935,97336.14,24205.654,0.0,1414.34,0,0.0,Monitor forecast accuracy and review model error drivers
999,4,P4 - Routine,P00054,UrbanGear Bags 00054,Accessories,Trending,5.88,Low,88.0,High,6.65,Low,Forecast Accuracy,20.0,0,0.0495,0.0602,0.0,13.067,3.51,0.3628,0.0,12.9167,9.7366,0.0,18.0043,0.9991,30689.0528,435.7845,11973.52,18715.5328,0.0,2.0,0,0.0,Monitor forecast accuracy and review model error drivers
1000,4,P4 - Routine,P00514,UrbanGear Cables 00514,Accessories,Stable,5.87,Low,88.0,High,74.08,High,Forecast Accuracy,20.0,0,0.0655,0.9284,0.0,10.3706,2.56,0.1764,0.0,10.4167,6.2937,0.0,16.8906,0.9996,1399807.8881,19457.3296,232608.09,1167199.7981,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1001,4,P4 - Routine,P00796,TechMate Chargers 00796,Accessories,Stable,5.87,Low,88.0,High,32.32,Low,Forecast Accuracy,20.0,0,0.0335,0.8853,0.0,10.1706,2.72,0.6241,0.0,10.625,6.2589,0.0,16.8288,0.9979,281137.6948,3935.9277,173321.81,107815.8848,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1002,4,P4 - Routine,P01998,Zenith Laptops 01998,Electronics,Seasonal,5.86,Low,88.0,High,81.69,Very High,Forecast Accuracy,20.0,0,0.1757,1.0238,0.0,18.5881,3.03,1.9734,0.0,4.5833,11.6916,0.0,18.1263,0.9912,3388379.9356,46759.6431,2579750.88,808629.0556,0.0,1086.45,0,0.0,Monitor forecast accuracy and review model error drivers
1003,4,P4 - Routine,P00424,CarePlus Grooming 00424,Personal Care,Seasonal,5.85,Low,88.0,High,17.4,Low,Forecast Accuracy,20.0,0,0.0389,0.0964,0.0,11.5801,3.45,0.3513,0.0,12.5,9.7791,0.0,18.2768,0.9992,132872.1333,1873.4971,19758.4,113113.7333,0.0,10311.27,0,0.0,Monitor forecast accuracy and review model error drivers
1004,4,P4 - Routine,P00191,Zenith Audio 00191,Electronics,Seasonal,5.84,Low,88.0,High,74.65,High,Forecast Accuracy,20.0,0,0.0723,0.1445,0.0,18.373,3.72,1.8387,0.0,9.1667,11.9262,0.0,18.1933,0.9926,2438493.8666,33651.2154,1781058.49,657435.3766,0.0,835.76,0,0.0,Monitor forecast accuracy and review model error drivers
1005,4,P4 - Routine,P01897,Glow Grooming 01897,Personal Care,Stable,5.84,Low,76.0,Medium,13.71,Low,Supplier,20.62,0,0.0754,0.8511,0.0,7.0867,4.71,2.5373,0.0,20.625,5.7047,0.0,16.4109,0.9897,133294.2208,1866.1191,108430.4,24863.8208,0.0,6222.59,0,0.0,Monitor supplier performance and lead-time stability
1006,4,P4 - Routine,P01247,Vertex Smartphones 01247,Electronics,Stable,5.83,Low,88.0,High,91.88,Very High,Forecast Accuracy,20.0,0,0.0289,0.0723,0.0,16.8358,3.67,2.0838,0.0,11.6667,8.635,0.0,16.8406,0.9901,5853001.392,79600.8189,5154139.2,698862.192,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1007,4,P4 - Routine,P01534,ComfortMax Washing Machines 01534,Home Appliances,Seasonal,5.83,Low,88.0,High,42.91,Medium,Forecast Accuracy,20.0,0,0.1073,0.4577,0.0,12.3105,3.37,1.3643,0.0,8.3333,11.4272,0.0,18.66,0.9918,772276.204,10734.6392,546502.4,225773.804,0.0,1300.95,0,0.0,Monitor forecast accuracy and review model error drivers
1008,4,P4 - Routine,P00274,CarryPro Chargers 00274,Accessories,Trending,5.82,Low,88.0,High,87.57,Very High,Forecast Accuracy,20.0,0,0.2193,0.8126,0.0,14.4611,2.89,1.0424,0.0,7.5,9.7085,0.0,17.4622,0.9951,4241940.7275,57690.3939,2602026.0,1639914.7275,0.0,4832.7,0,0.0,Monitor forecast accuracy and review model error drivers
1009,4,P4 - Routine,P01140,Glow Grooming 01140,Personal Care,Trending,5.82,Low,88.0,High,16.31,Low,Forecast Accuracy,20.0,0,0.0723,0.7933,0.0,11.5194,3.22,2.4201,0.0,8.3333,8.2773,0.0,18.1302,0.9895,183344.3212,2566.8205,144970.26,38374.0612,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1010,4,P4 - Routine,P01771,DermaX Oral Care 01771,Personal Care,Trending,5.82,Low,88.0,High,7.0,Low,Forecast Accuracy,20.0,0,0.0023,0.3344,0.0,10.6694,3.49,1.952,0.0,11.25,8.1331,0.0,17.4635,0.9928,60182.6214,842.5567,48643.8,11538.8214,0.0,1485.37,0,0.0,Monitor forecast accuracy and review model error drivers
1011,4,P4 - Routine,P01699,UrbanGear Cables 01699,Accessories,Trending,5.81,Low,88.0,High,52.13,Medium,Forecast Accuracy,20.0,0,0.1418,0.6812,0.0,12.5554,3.21,1.8385,0.0,7.7083,9.9841,0.0,17.6051,0.9912,1203633.5584,16610.1431,1077770.56,125862.9984,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1012,4,P4 - Routine,P01934,CarePlus Grooming 01934,Personal Care,Seasonal,5.81,Low,88.0,High,24.13,Low,Forecast Accuracy,20.0,0,0.0006,0.6829,0.0,10.9631,3.14,1.3483,0.0,8.3333,9.9078,0.0,18.6127,0.9934,262316.6208,3646.201,202597.2,59719.4208,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1013,4,P4 - Routine,P00984,Zenith Laptops 00984,Electronics,Seasonal,5.8,Low,88.0,High,78.06,High,Forecast Accuracy,20.0,0,0.12,0.8672,0.0,18.3568,3.43,3.5623,0.0,4.1667,11.5848,0.0,18.4607,0.9822,4241071.9944,57678.5791,3240726.87,1000345.1244,0.0,909.97,0,0.0,Monitor forecast accuracy and review model error drivers
1014,4,P4 - Routine,P01395,ComfortMax Microwaves 01395,Home Appliances,Volatile,5.8,Low,88.0,High,74.72,High,Forecast Accuracy,20.0,0,0.0769,0.3372,0.0,17.998,3.48,1.6436,0.0,8.3333,11.6041,0.0,20.0049,0.9918,2834388.182,38547.6793,1720778.61,1113609.572,0.0,118.18,0,0.0,Monitor forecast accuracy and review model error drivers
1015,4,P4 - Routine,P01725,OfficePro Paper 01725,Office Supplies,Trending,5.8,Low,88.0,High,39.2,Low,Forecast Accuracy,20.0,0,0.0013,0.0755,0.0,10.6602,3.5,1.0908,0.0,12.5,8.6748,0.0,18.1636,0.9959,562323.8856,7760.0696,365122.8,197201.0856,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1016,4,P4 - Routine,P00499,ConnectX Bags 00499,Accessories,Volatile,5.8,Low,76.0,Medium,21.05,Low,Forecast Accuracy,40.0,0,0.0257,0.0745,0.0,22.297,1.97,0.7036,0.0,0.0,11.7042,0.0,19.5363,0.9971,136698.73,1900.1123,136698.73,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1017,4,P4 - Routine,P00564,Apex Smartphones 00564,Electronics,Seasonal,5.79,Low,88.0,High,46.75,Medium,Forecast Accuracy,20.0,0,0.0301,0.2409,0.0,17.827,3.39,0.6794,0.0,9.5833,11.656,0.0,18.0656,0.9973,583205.046,7989.9091,384266.88,198938.166,0.0,2325.45,0,0.0,Monitor forecast accuracy and review model error drivers
1018,4,P4 - Routine,P01966,PureLife Skincare 01966,Personal Care,Trending,5.79,Low,88.0,High,7.91,Low,Forecast Accuracy,20.0,0,0.0442,0.9188,0.0,11.1293,2.85,1.1305,0.0,8.3333,8.419,0.0,18.0564,0.9955,64520.798,896.8391,36891.14,27629.658,0.0,5676.54,0,0.0,Monitor forecast accuracy and review model error drivers
1019,4,P4 - Routine,P00485,CarePlus Oral Care 00485,Personal Care,Seasonal,5.79,Low,88.0,High,1.1,Low,Forecast Accuracy,20.0,0,0.1595,1.622,0.0,10.6709,2.17,0.26,0.0,4.1667,9.7542,0.0,18.6371,0.9988,6885.4465,95.7077,1640.35,5245.0965,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1020,4,P4 - Routine,P00242,CarryPro Cables 00242,Accessories,Trending,5.78,Low,88.0,High,67.14,High,Forecast Accuracy,20.0,0,0.1116,1.3707,0.0,12.7668,2.53,1.4111,0.0,4.1667,9.8896,0.0,18.3707,0.9927,1922415.2388,26144.8472,1683676.96,238738.2788,0.0,3796.66,0,0.0,Monitor forecast accuracy and review model error drivers
