product_id,product_name,category,subcategory,brand,demand_class,selling_price,unit_cost,base_daily_demand,gross_profit,gross_margin_pct,daily_gross_profit,annual_gross_profit,inventory_risk_score,stockout_risk,service_risk,volatility_risk,supplier_risk,excess_inventory_risk,total_lost_sales,average_daily_demand,inventory_days,fill_rate,supplier_delay_rate,average_supplier_delay,risk_class,primary_risk_driver,baseline_total_cost,optimized_total_cost,cost_savings,lost_sales_reduction,baseline_lost_sales,optimized_lost_sales,baseline_fill_rate,optimized_fill_rate,baseline_stockout_rate,optimized_stockout_rate,baseline_inventory_days,optimized_inventory_days,safety_stock_change,inventory_days_change,optimization_opportunity,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,anomaly_event_count,anomaly_count_demand_drop,anomaly_count_demand_spike,anomaly_count_normal,demand_anomaly_flag,forecast_change_pct,max_forecast_increase_pct,max_forecast_decrease_pct,forecast_change_volatility,forecast_increase_flag,forecast_decrease_flag,wape,max_wape,forecast_observations,forecast_accuracy_risk,inventory_component,stockout_component,service_component,supplier_component,volatility_component,excess_inventory_component,forecast_accuracy_component,anomaly_component,forecast_increase_component,forecast_decrease_component,forecast_change_component,demand_supply_mismatch,demand_supplier_collision,forecast_inventory_gap,uncertainty_supplier_exposure,inventory_service_collision,supplier_inventory_collision,forecast_uncertainty_collision,obsolescence_exposure,compound_risk_count,compound_risk_flag,compound_risk_score,risk_score_base,risk_score_pre_compound,risk_score,primary_risk_driver_score,secondary_risk_driver_score,lost_sales_exposure,daily_profit_exposure,thirty_day_profit_exposure,supplier_delay_exposure,forecast_increase_exposure,excess_inventory,inventory_obsolescence_exposure,estimated_financial_exposure,risk_probability,at_risk_value,service_risk_value,business_value_percentile,exposure_percentile,business_impact_score,business_impact_class,evidence_count,confidence_score,confidence_class,business_impact_adjustment,risk_score_before_business,management_priority,priority_rank,recommended_action,risk_label
P01620,OfficePro Storage 01620,Office Supplies,Storage,OfficePro,Intermittent,1900.38,1401.47,327.93,498.91,0.2625,163607.55630000003,59716758.04950001,21.2,5.5328,0.0,71.7511,58.5417,0.0,3210,113.07123287671232,24.5188,0.9611,0.5,3.583333333333333,Critical,Forecast Accuracy,11435.24,6594.11,4841.13,499.0,499.0,0.0,0.994,1.0,0.0027,0.0,25.74,23.74,538.0,-1.99,5340.13,3,1.0,120.6786,1,1,0,0,1,0.0,0,0,0.0,0,0,189.5952,456.96873343932174,12,100,21.2,5.532764888808786,0.0,58.54166666666666,71.75114006050165,0.0,100,70.3,0.0,0.0,0.0,0,1,0,1,0,0,1,0,3,1,35.0,45.593,45.593,85.29,100.0,71.75114006050165,1601501.1,163607.55630000003,4908226.689000001,586260.4101,0.0,0.0,0.0,2187761.5101,0.7235,1582845.4525,190877.4645,51.5,73.85000000000001,64.91,High,5,100.0,High,4.7,80.59,P1 - Immediate,1,Validate demand signal and supplier capacity; prepare alternate sourcing if demand persists,Critical | P1 - Immediate
P01150,TechMate Bags 01150,Accessories,Bags,TechMate,Trending,12944.29,9670.09,145.59,3274.2,0.2529,476690.778,173992133.97,3.96,3.2831,0.0,9.6411,10.2083,0.0,2278,190.3684931506849,17.0607,0.9836,0.0416666666666666,3.0,Low,Forecast Accuracy,16643.7,16438.58,205.12,13.0,942.0,929.0,0.9932,0.9933,0.0068,0.0123,17.4,17.2,-128.0,-0.2,218.12,0,0.0284,0.2722,1,0,1,0,0,0.0,0,0,0.0,0,0,13.426,20.644744685078482,15,20,3.96,3.283050117514136,0.0,10.208333333333336,9.641129288880128,0.0,20,1.3695379766244438,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9234,5.9234,6.05,20.0,10.208333333333336,7458627.6,476690.778,14300723.34,1430072.334,0.0,0.0,0.0,8888699.934,0.0144,127997.279,234419.5307,84.35000000000001,96.5,91.64,Very High,4,88.0,High,0.13,5.92,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00391,ConnectX Mobile Accessories 00391,Accessories,Mobile Accessories,ConnectX,Stable,5305.98,3470.21,191.6,1835.77,0.346,351733.532,128382739.18,3.41,0.8097,0.0,6.3498,14.7917,0.0,381,199.3904109589041,16.8561,0.9974,0.125,1.3333333333333333,Low,Forecast Accuracy,9571.18,8052.69,1518.49,140.0,214.0,74.0,0.9985,0.9995,0.0041,0.0014,17.13,16.83,-94.0,-0.3,1658.49,0,0.0516,0.2116,1,0,1,0,0,0.0,0,0,0.0,0,0,10.0931,17.76486775722366,15,20,3.41,0.8097019297417584,0.0,14.791666666666664,6.349828517548718,0.0,20,1.0732979367462985,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9614,5.9614,6.05,20.0,14.791666666666664,699428.37,351733.532,10552005.96,468978.0427,0.0,0.0,0.0,1168406.4127,0.0146,17058.7336,27620.5851,75.1,56.95,64.21,High,4,88.0,High,0.09,5.96,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00843,Vertex Laptops 00843,Electronics,Laptops,Vertex,Stable,98368.06,81373.35,12.57,16994.71,0.1728,213623.5047,77972579.2155,3.29,1.3419,0.0,8.4403,10.8333,0.0,49,12.90958904109589,16.9599,0.9948,0.0833333333333333,1.5,Low,Forecast Accuracy,1315.62,1043.07,272.56,27.0,27.0,0.0,0.9971,1.0,0.0041,0.0,17.26,24.91,-6.0,7.65,299.56,0,0.0931,0.6071,1,0,1,0,0,0.0,0,0,0.0,0,0,16.1763,29.72399150743099,15,20,3.29,1.3418668744331,0.0,10.833333333333332,8.44032980060736,0.0,20,3.063642213642216,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9714,5.9714,6.05,20.0,10.833333333333332,832740.79,213623.5047,6408705.141,320435.257,0.0,0.0,0.0,1153176.047,0.0146,16836.3703,33322.0025,59.050000000000004,56.699999999999996,57.64,Medium,4,88.0,High,0.08,5.97,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00159,Apex Laptops 00159,Electronics,Laptops,Apex,Trending,52363.0,38598.13,13.05,13764.87,0.2629,179631.5535,65565517.0275,3.46,0.1983,0.0,10.2022,12.5,0.0,7,15.645205479452056,18.1891,0.9994,0.125,1.3333333333333333,Low,Forecast Accuracy,2659.43,1891.61,767.82,76.0,151.0,75.0,0.9868,0.9934,0.0164,0.0082,17.56,17.31,-11.0,-0.25,843.82,0,0.0215,0.2168,1,0,1,0,0,0.0,0,0,0.0,0,0,16.7574,30.40525243377858,15,20,3.46,0.1982769063956926,0.0,12.5,10.202187739958744,0.0,20,1.0904407745420135,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9882,5.9882,6.05,20.0,12.5,96354.09,179631.5535,5388946.605,239508.738,0.0,0.0,0.0,335862.828,0.0147,4937.1836,3302.918,53.949999999999996,29.75,39.43,Low,4,88.0,High,0.06,5.99,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00119,ConnectX Chargers 00119,Accessories,Chargers,ConnectX,Stable,8313.67,5821.44,214.8,2492.23,0.2998,535331.0040000001,195395816.46000004,4.09,1.8945,0.0,6.1918,17.2917,0.0,1074,222.36575342465756,16.3587,0.9934,0.125,1.6666666666666667,Low,Supplier,9149.87,12552.66,-3402.8,-42.0,88.0,130.0,0.9995,0.9992,0.0027,0.0014,17.25,24.4,-105.0,7.16,0.0,0,0.1343,1.562,1,0,1,0,0,0.0,0,0,0.0,0,0,9.8109,17.70135214579658,15,0,4.09,1.894504168020057,0.0,17.29166666666667,6.19179540892524,0.0,0,7.850170782243617,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9002,5.9002,6.02,17.29,7.850170782243617,2676655.02,535331.0040000001,16059930.120000003,892218.34,0.0,0.0,0.0,3568873.36,0.0143,51034.889,106256.907,87.05000000000001,84.45,85.49,Very High,3,76.0,Medium,0.12,5.9,P4 - Routine,4,Monitor supplier performance and lead-time stability,Low | P4 - Routine
P01299,CarePlus Oral Care 01299,Personal Care,Oral Care,CarePlus,Seasonal,1000.0,602.95,148.78,397.05,0.397,59073.099,21561681.135,3.53,2.7415,0.0,9.7163,8.3333,0.0,1410,156.43561643835616,17.3538,0.9877,0.0416666666666666,4.0,Low,Forecast Accuracy,23698.69,14412.8,9285.89,1102.0,1732.0,630.0,0.9848,0.9945,0.0151,0.0068,18.47,24.65,-106.0,6.18,10387.89,0,0.0005,0.7158,1,0,1,0,0,0.0,0,0,0.0,0,0,11.4242,30.31440638198029,15,20,3.53,2.7415469454998496,0.0,8.333333333333336,9.71633359381513,0.0,20,3.5790679860492047,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.957,5.957,6.02,20.0,9.71633359381513,559840.5,59073.099,1772192.97,236292.396,0.0,0.0,0.0,796132.896,0.0146,11623.5403,21881.2246,27.55,48.15,39.91,Low,4,88.0,High,0.06,5.96,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00120,DermaX Grooming 00120,Personal Care,Grooming,DermaX,Trending,1000.0,827.77,159.53,172.23,0.1722,27475.851899999998,10028685.9435,3.92,2.7471,0.0,8.1496,12.5,0.0,1953,194.24794520547945,18.1649,0.9862,0.125,2.0,Low,Forecast Accuracy,13568.0,12570.9,997.1,323.0,570.0,247.0,0.996,0.9983,0.0041,0.0027,18.71,24.97,-128.0,6.26,1320.1,0,0.0128,0.1762,1,0,1,0,0,0.0,0,0,0.0,0,0,10.652,23.83570504527813,15,20,3.92,2.7471452613555574,0.0,12.5,8.149606362679014,0.0,20,0.8845793439603277,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9842,5.9842,6.02,20.0,12.5,336365.19,27475.851899999998,824275.5569999999,54951.7038,0.0,0.0,0.0,391316.8938,0.0146,5713.2266,11352.6009,15.0,33.15,25.89,Low,4,88.0,High,0.04,5.98,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01661,CarePlus Oral Care 01661,Personal Care,Oral Care,CarePlus,Seasonal,623.43,385.66,84.32,237.77,0.3814,20048.7664,7317799.7360000005,3.66,2.4227,0.0,9.9549,9.5833,0.0,680,88.47808219178083,16.9837,0.9895,0.0416666666666666,1.0,Low,Forecast Accuracy,10659.57,5340.09,5319.48,553.0,702.0,149.0,0.9891,0.9977,0.0151,0.0068,17.18,18.37,-60.0,1.19,5872.48,0,0.0792,0.5155,1,0,1,0,0,0.0,0,0,0.0,0,0,10.6091,18.63945578231292,15,20,3.66,2.422673863843392,0.0,9.583333333333336,9.95492750729492,0.0,20,2.6012646332369536,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9894,5.9894,6.02,20.0,9.95492750729492,161683.6,20048.7664,601462.992,20048.7664,0.0,0.0,0.0,181732.3664,0.0147,2671.4658,6332.2676,11.3,21.05,17.15,Low,4,88.0,High,0.03,5.99,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00665,Apex TVs 00665,Electronics,TVs,Apex,Seasonal,69914.55,56151.67,4.78,13762.88,0.1969,65786.5664,24012096.735999998,3.74,1.9586,0.0,11.8423,9.1667,0.0,35,4.795890410958904,17.9746,0.99,0.0833333333333333,3.0,Low,Forecast Accuracy,1401.71,786.11,615.59,49.0,63.0,14.0,0.982,0.996,0.0178,0.0041,17.9,25.66,-3.0,7.76,664.59,0,0.082,0.3571,1,1,0,0,0,0.0,0,0,0.0,0,0,17.8487,36.92307692307692,15,20,3.74,1.958618476912663,0.0,9.166666666666664,11.842315588091765,0.0,20,1.81030444964871,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9542,5.9542,6.01,20.0,11.842315588091765,481700.8,65786.5664,1973596.9919999999,197359.6992,0.0,0.0,0.0,679060.4992,0.0145,9846.3772,19730.3327,29.5,43.85,38.11,Low,4,88.0,High,0.06,5.95,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01281,Glow Haircare 01281,Personal Care,Haircare,Glow,Trending,782.71,546.23,83.19,236.48,0.3021,19672.7712,7180561.488,2.69,1.5522,0.0,8.3637,6.4583,0.0,548,102.7890410958904,17.6385,0.9927,0.0416666666666666,3.0,Low,Forecast Accuracy,8012.44,6955.29,1057.15,231.0,362.0,131.0,0.9952,0.9983,0.0068,0.0027,18.45,25.51,-68.0,7.07,1288.15,0,0.1734,1.4122,1,0,1,0,0,0.0,0,0,0.0,0,0,10.2195,24.64809823300389,15,20,2.69,1.5522339231506774,0.0,6.458333333333336,8.363704748435845,0.0,20,7.1131093995125765,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9779,5.9779,6.01,20.0,8.363704748435845,129591.04,19672.7712,590183.1359999999,59018.3136,0.0,0.0,0.0,188609.3536,0.0146,2753.6966,4310.2025,10.95,21.75,17.43,Low,4,88.0,High,0.03,5.98,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00023,Arctic Microwaves 00023,Home Appliances,Microwaves,Arctic,Seasonal,113606.65,85230.28,17.62,28376.37,0.2498,499991.6394,182496948.38099998,3.85,1.9105,0.0,11.4422,10.4167,0.0,125,17.994520547945207,17.937,0.9905,0.0833333333333333,3.0,Low,Forecast Accuracy,2526.52,1821.84,704.68,74.0,128.0,54.0,0.9903,0.9959,0.0096,0.0055,17.96,24.5,-12.0,6.54,778.68,0,0.0678,0.0964,1,0,1,0,0,0.0,0,0,0.0,0,0,12.4755,23.84769539078156,15,20,3.85,1.910487544424608,0.0,10.416666666666664,11.4422108166415,0.0,20,0.5021180969626995,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.8652,5.8652,6.0,20.0,11.4422108166415,3547046.25,499991.6394,14999749.182,1499974.9182,0.0,0.0,0.0,5047021.1682,0.0142,71667.7006,142735.1285,85.9,89.85,88.27,Very High,4,88.0,High,0.13,5.87,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00731,Vertex Laptops 00731,Electronics,Laptops,Vertex,Trending,24790.88,21010.52,24.16,3780.36,0.1525,91333.4976,33336726.624,3.32,1.5493,0.0,10.0918,8.9583,0.0,151,28.436986301369863,18.0849,0.9927,0.0833333333333333,2.0,Low,Forecast Accuracy,2377.14,2747.44,-370.3,-17.0,77.0,94.0,0.9963,0.9955,0.0068,0.0068,17.71,24.75,-19.0,7.04,0.0,0,0.1379,0.6745,1,0,1,0,0,0.0,0,0,0.0,0,0,17.6889,29.77249618708693,15,20,3.32,1.549313154815835,0.0,8.958333333333332,10.091817879702832,0.0,20,3.413833107727804,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9432,5.9432,6.0,20.0,10.091817879702832,570834.36,91333.4976,2740004.9280000003,182666.9952,0.0,0.0,0.0,753501.3552,0.0145,10925.7697,19930.6683,36.4,46.650000000000006,42.55,Medium,4,88.0,High,0.06,5.94,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01405,WriteWell Desk Accessories 01405,Office Supplies,Desk Accessories,WriteWell,Trending,4773.09,3756.19,155.8,1016.9,0.213,158433.02000000002,57828052.300000004,2.94,0.6336,0.0,8.521,9.7917,0.0,314,193.1876712328767,17.7683,0.9978,0.0833333333333333,2.0,Low,Forecast Accuracy,14970.8,17063.78,-2092.97,55.0,765.0,710.0,0.9946,0.995,0.0096,0.0068,17.39,24.75,-128.0,7.36,55.0,0,0.1165,0.8387,1,0,1,0,0,0.0,0,0,0.0,0,0,10.5883,14.64406779661017,15,20,2.94,0.6336113040046446,0.0,9.791666666666664,8.521014471621216,0.0,20,4.228199366982447,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9332,5.9332,6.0,20.0,9.791666666666664,319306.6,158433.02000000002,4752990.600000001,316866.04,0.0,0.0,0.0,636172.64,0.0144,9160.886,10582.6476,50.349999999999994,42.3,45.52,Medium,4,88.0,High,0.07,5.93,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01561,Arctic Air Conditioners 01561,Home Appliances,Air Conditioners,Arctic,Seasonal,21942.69,15348.35,3.6,6594.34,0.3005,23739.624,8664962.76,3.84,2.5369,0.0,12.0007,8.5417,0.0,35,3.676712328767124,18.6084,0.987,0.0833333333333333,2.5,Low,Forecast Accuracy,1135.62,818.3,317.33,16.0,40.0,24.0,0.9851,0.9911,0.0151,0.0096,18.44,24.25,-3.0,5.8,333.33,0,0.1089,0.3929,1,0,1,0,0,0.0,0,0,0.0,0,0,11.8329,18.51851851851851,15,20,3.84,2.5369005573362187,0.0,8.541666666666663,12.000728425343004,0.0,20,1.9969589816124467,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9676,5.9676,6.0,20.0,12.000728425343004,230801.9,23739.624,712188.72,59349.06,0.0,0.0,0.0,290150.96,0.0146,4236.204,9287.1107,12.950000000000001,27.3,21.56,Low,4,88.0,High,0.03,5.97,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01478,PaperWorks Storage 01478,Office Supplies,Storage,PaperWorks,Trending,5000.0,3465.33,235.76,1534.67,0.3069,361813.7992,132062036.708,4.0,3.1549,0.0,8.7015,11.6667,0.0,2994,298.4767123287671,17.4948,0.9863,0.0833333333333333,2.0,Low,Forecast Accuracy,12648.96,20355.88,-7706.92,-431.0,124.0,555.0,0.9994,0.9975,0.0027,0.0027,18.11,24.13,-198.0,6.03,0.0,0,0.0098,0.092,1,0,1,0,0,0.0,0,0,0.0,0,0,10.6492,23.42090553381777,15,20,4.0,3.154922373087996,0.0,11.666666666666664,8.701528571749744,0.0,20,0.4628253648222736,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.8705,5.8705,5.99,20.0,11.666666666666664,4594801.98,361813.7992,10854413.976,723627.5984,0.0,0.0,0.0,5318429.5784,0.0142,75521.7,149150.5519,75.75,90.45,84.57,Very High,4,88.0,High,0.12,5.87,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01420,UrbanGear Bags 01420,Accessories,Bags,UrbanGear,Trending,15000.0,10670.58,81.08,4329.42,0.2886,351029.3736,128125721.364,3.65,1.133,0.0,9.5876,12.5,0.0,457,107.0041095890411,18.1533,0.9941,0.125,2.0,Low,Forecast Accuracy,8583.51,8950.85,-367.34,88.0,411.0,323.0,0.9947,0.9959,0.0055,0.0055,18.1,24.86,-71.0,6.76,88.0,0,0.0496,0.0771,1,0,1,0,0,0.0,0,0,0.0,0,0,13.2309,20.869201547415738,15,20,3.65,1.1329950691385102,0.0,12.5,9.587552518164678,0.0,20,0.40030752486707594,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.883,5.883,5.99,20.0,12.5,1978544.94,351029.3736,10530881.208,702058.7472,0.0,0.0,0.0,2680603.6872,0.0143,38332.6327,61610.9061,75.05,77.8,76.7,High,4,88.0,High,0.11,5.88,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00678,HomePro Air Conditioners 00678,Home Appliances,Air Conditioners,HomePro,Seasonal,26198.43,19177.66,20.66,7020.77,0.268,145049.10820000002,52942924.49300001,3.29,1.2895,0.0,11.0399,8.3333,0.0,73,21.386301369863013,18.3474,0.9953,0.0833333333333333,1.5,Low,Forecast Accuracy,3706.25,1922.05,1784.19,189.0,234.0,45.0,0.985,0.9971,0.0164,0.0041,17.91,25.06,-15.0,7.15,1973.19,0,0.1,0.6745,1,0,1,0,0,0.0,0,0,0.0,0,0,11.2608,21.15059221658206,15,20,3.29,1.2895068422955296,0.0,8.333333333333332,11.039893564631337,0.0,20,3.402453797382976,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9215,5.9215,5.99,20.0,11.039893564631337,512516.21,145049.10820000002,4351473.246,217573.6623,0.0,0.0,0.0,730089.8723,0.0144,10513.2942,20347.0117,47.599999999999994,45.550000000000004,46.37,Medium,4,88.0,High,0.07,5.92,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00450,Zenith Smartphones 00450,Electronics,Smartphones,Zenith,Trending,30310.82,24209.38,20.09,6101.44,0.2013,122577.92959999999,44740944.304,3.5,0.7358,0.0,9.959,11.875,0.0,32,23.33150684931507,17.4428,0.9981,0.0833333333333333,2.5,Low,Forecast Accuracy,2312.32,1825.89,486.43,40.0,86.0,46.0,0.995,0.9973,0.0055,0.0068,18.27,16.41,-16.0,-1.85,526.43,0,0.012,0.2409,1,0,1,0,0,0.0,0,0,0.0,0,0,17.9747,30.237580993520517,15,20,3.5,0.7358268400496728,0.0,11.875000000000002,9.95904956542252,0.0,20,1.2080622426109613,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9306,5.9306,5.99,20.0,11.875000000000002,195246.08,122577.92959999999,3677337.888,306444.824,0.0,0.0,0.0,501690.904,0.0144,7224.349,6909.0425,43.2,38.1,40.14,Medium,4,88.0,High,0.06,5.93,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01166,UrbanGear Mobile Accessories 01166,Accessories,Mobile Accessories,UrbanGear,Stable,4402.92,3087.64,223.26,1315.28,0.2987,293649.4128,107182035.67199999,3.11,0.8573,0.0,6.1151,12.9167,0.0,521,230.74109589041092,17.2788,0.9969,0.125,2.0,Low,Forecast Accuracy,10263.33,12635.51,-2372.17,-251.0,174.0,425.0,0.999,0.9975,0.0041,0.0041,17.17,16.87,-108.0,-0.3,0.0,0,0.0065,0.5187,1,0,1,0,0,0.0,0,0,0.0,0,0,10.0978,18.183054535563713,15,20,3.11,0.857252321917849,0.0,12.916666666666664,6.115097321982066,0.0,20,2.5955339812308855,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.8885,5.8885,5.98,20.0,12.916666666666664,685260.88,293649.4128,8809482.384,587298.8256,0.0,0.0,0.0,1272559.7056,0.0143,18197.6038,27248.3559,70.1,59.599999999999994,63.8,High,4,88.0,High,0.09,5.89,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01292,Apex Laptops 01292,Electronics,Laptops,Apex,Seasonal,26673.47,20095.69,27.25,6577.78,0.2466,179244.505,65424244.325,3.35,1.212,0.0,11.5663,8.3333,0.0,105,27.28767123287671,18.7336,0.9947,0.0833333333333333,2.0,Low,Forecast Accuracy,3909.15,3839.02,70.13,30.0,236.0,206.0,0.9882,0.9897,0.011,0.0137,17.39,25.27,-18.0,7.88,100.13,0,0.1134,0.5902,1,0,1,0,0,0.0,0,0,0.0,0,0,18.2174,33.01369863013698,15,20,3.35,1.2120399405842548,0.0,8.333333333333332,11.566309572744036,0.0,20,2.984917691266805,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9017,5.9017,5.98,20.0,11.566309572744036,690666.9,179244.505,5377335.15,358489.01,0.0,0.0,0.0,1049155.91,0.0143,15002.9295,28344.3871,53.900000000000006,54.2,54.08,Medium,4,88.0,High,0.08,5.9,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00327,DermaX Skincare 00327,Personal Care,Skincare,DermaX,Seasonal,922.83,633.11,215.07,289.72,0.3139,62310.080400000006,22743179.346,3.53,1.4849,0.0,9.9217,10.625,0.0,1089,225.02328767123288,17.729,0.9934,0.0833333333333333,3.5,Low,Forecast Accuracy,32544.52,22559.12,9985.4,1248.0,2372.0,1124.0,0.9856,0.9932,0.0164,0.0068,18.27,24.26,-152.0,5.99,11233.4,0,0.0754,0.3778,1,0,1,0,0,0.0,0,0,0.0,0,0,11.0851,33.45563709139426,15,20,3.53,1.484862891528668,0.0,10.625000000000002,9.92174079309133,0.0,20,1.9116928803027091,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.925,5.925,5.98,20.0,10.625000000000002,315505.08,62310.080400000006,1869302.4120000002,218085.2814,0.0,0.0,0.0,533590.3614,0.0144,7683.7012,12392.4484,28.4,38.800000000000004,34.64,Low,4,88.0,High,0.05,5.93,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00750,CarePlus Skincare 00750,Personal Care,Skincare,CarePlus,Seasonal,592.54,439.7,250.34,152.84,0.2579,38261.9656,13965617.444000002,3.48,0.5534,0.0,9.5957,12.5,0.0,537,263.2808219178082,18.6845,0.9972,0.125,2.333333333333333,Low,Forecast Accuracy,49354.29,38416.18,10938.1,1467.0,3967.0,2500.0,0.9794,0.987,0.0233,0.0137,17.25,24.72,-177.0,7.47,12405.1,0,0.0594,0.2191,1,0,1,0,0,0.0,0,0,0.0,0,0,11.5236,31.910766246362748,15,20,3.48,0.5533763333258495,0.0,12.5,9.59574732967758,0.0,20,1.113484386289911,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9549,5.9549,5.98,20.0,12.5,82075.08,38261.9656,1147858.968,89277.9197,0.0,0.0,0.0,171352.9997,0.0145,2484.6185,3207.1608,19.75,20.5,20.2,Low,4,88.0,High,0.03,5.95,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P00497,Glow Oral Care 00497,Personal Care,Oral Care,Glow,Trending,432.78,363.48,196.05,69.3,0.1601,13586.265,4958986.725,3.65,1.2575,0.0,8.2644,13.5417,0.0,1012,242.1,17.0579,0.9943,0.0833333333333333,1.5,Low,Forecast Accuracy,18578.0,22744.43,-4166.43,-91.0,926.0,1017.0,0.9948,0.9942,0.0068,0.0068,18.0,25.14,-160.0,7.14,0.0,0,0.0585,0.1235,1,0,1,0,0,0.0,0,0,0.0,0,0,10.8267,19.55943790353209,15,20,3.65,1.2575466947316007,0.0,13.541666666666664,8.264404523039854,0.0,20,0.6352058532368647,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9601,5.9601,5.98,20.0,13.541666666666664,70131.6,13586.265,407587.94999999995,20379.3975,0.0,0.0,0.0,90510.9975,0.0146,1321.4606,2333.9105,7.95,13.450000000000001,11.25,Low,4,88.0,High,0.02,5.96,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
P01808,Vertex Audio 01808,Electronics,Audio,Vertex,Seasonal,66811.4,49573.64,2.57,17237.76,0.258,44301.04319999999,16169880.767999997,3.69,1.6211,0.0,12.819,8.5417,0.0,15,2.5712328767123287,18.2403,0.992,0.0833333333333333,3.5,Low,Forecast Accuracy,816.27,716.14,100.13,-7.0,12.0,19.0,0.9936,0.9899,0.0082,0.011,18.72,24.53,-2.0,5.81,100.13,0,0.1515,0.3571,1,1,0,0,0,0.0,0,0,0.0,0,0,19.8368,42.85714285714285,15,20,3.69,1.6210653841381977,0.0,8.541666666666663,12.819013273876244,0.0,20,1.8311688311688317,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5.9329,5.9329,5.97,20.0,12.819013273876244,258566.4,44301.04319999999,1329031.2959999999,155053.6512,0.0,0.0,0.0,413620.0512,0.0144,5956.1287,10620.9214,22.3,34.300000000000004,29.5,Low,4,88.0,High,0.04,5.93,P4 - Routine,4,Monitor forecast accuracy and review model error drivers,Low | P4 - Routine
